,li_0grow_tmp,li_123_tmp,li_1grow_tmp,li_1up_tmp,li_2grow_tmp,li_2up_tmp,li_3grow_tmp,li_3up_tmp,li_4grow_tmp,li_4up_tmp,li_5grow_tmp,li_5up_tmp
152,0.000119799,0.119002016,-0.001552669,0.002754527,0.023561247,-0.025239235,0.0062050130000000005,-0.033928808,0.026738681,-0.040577219,0.005950058,-0.032052146000000004
154,0.048929664000000005,0.115646259,-0.003012048,-0.032069971,0.0375,-0.033232628,0.04494382,-0.195783133,0.07200000000000001,-0.103942652,0.008163265,-0.085820896
157,0.020833333,0.11292517,-0.004149378,-0.016326531000000002,0.008403361,-0.008333333,0.008474576,-0.016666667,0.015151515,-0.029411765,0.017621145,-0.031982942
158,0.023489932999999998,0.11256830599999999,-0.003311258,-0.009836066,0.077464789,-0.056478405,0.014705882,-0.111111111,0.011029411999999999,-0.014492753999999998,0.011152416,-0.021818182000000002
159,0.008395521999999999,0.112241751,-0.0074074069999999995,-0.0009250689999999999,0.015992474,-0.008395521999999999,0.00095511,-0.030555556,0.00192864,-0.010496183000000001,0.011707317,-0.013474495
160,0.005914971999999999,0.111968655,-0.028849621000000002,0.019110659,0.028774327000000002,-0.006312661999999999,0.003394945,-0.037050525,0.020881631,-0.027819511,0.008123752,-0.020833333
164,0.024543374,0.11057568300000001,-0.033105769,0.008466923000000001,0.020021524,-0.012707413,0.085361185,-0.092534241,0.071842452,-0.078647722,0.031474063999999996,-0.095495495
165,0.003521168,0.110285502,-0.001650547,0.00041279699999999996,0.037915718,-0.024385204,0.033406593,-0.071428571,0.006828127,-0.034453382000000005,0.023486925,-0.031284184
166,0.009248601,0.109736482,-0.0027466009999999996,0.000916312,0.006709786999999999,-0.008033027,0.007012693,-0.01677773,0.011158618,-0.022284191000000002,0.005738905,-0.018079361000000002
169,0.020779221,0.108001131,-0.031066331000000003,0.010178116999999999,0.08440367,-0.055459272000000004,0.021636877000000002,-0.100676819,0.050098232,-0.06261510099999999,0.035532995,-0.07857811
172,0.001694915,0.105470953,-0.003401361,-0.0050761420000000005,0.001709402,-0.001706485,0.022687608999999997,-0.0221843,0.016100179,-0.046075085,0.04283054,-0.054577465
173,0.057591623,0.103960396,-0.020512821,-0.034653465,0.054054054000000004,-0.031413613,0.07647058799999999,-0.128205128,0.08974359,-0.14754098400000001,0.096551724,-0.147058824
174,0.027896996,0.103688239,-0.017021276999999998,-0.018789144,0.06741573,-0.036796537000000004,0.037383177999999996,-0.09894736800000001,0.026315789,-0.058558559,0.021791768,-0.037296037000000004
177,0.022292994,0.101765317,-0.0031545740000000003,-0.012461058999999998,0.0208,-0.011075949,0.017886179,-0.036050157,0.019933555,-0.038338658,0.030508475,-0.039087948
179,0.054216867,0.100952381,-0.01183432,-0.034285714,0.05,-0.041916168,0.019230768999999998,-0.071428571,0.046666667,-0.056603774,0.020547945,-0.07006369400000001
181,0.007547169,0.10003115900000001,-0.021077283,-0.00046821199999999997,0.029836332,-0.005741579,0.000969041,-0.035514065,0.013119533999999999,-0.0038722170000000003,0.022862772000000003,-0.035011942000000004
182,0.019011407,0.09950248800000001,-0.047101449000000004,0.029850746,0.12244898,-0.068441065,0.12149532699999999,-0.221818182,0.10952381,-0.125,0.016759777,-0.23175965699999998
183,0.184738956,0.09943502800000001,-0.023255814,-0.125423729,0.083333333,-0.047619048,0.021097046,-0.088461538,0.039130435,-0.049586777,0.008695652,-0.037656904
184,0.024096386,0.099346405,-0.019455253,0.007843137,0.048582995999999996,-0.01984127,0.010526316,-0.083011583,0.015086206999999999,-0.033333333,0.107228916,-0.11889596599999999
185,0.030401737,0.098700386,-0.0021691970000000003,-0.028451001,0.05,-0.043478261,0.02301496,-0.05952381,0.013856813,-0.025871766,0.001150748,-0.010250569000000001
186,0.046153846,0.098039216,-0.04379562,0.007352941,0.015503876000000002,-0.015267176,0.058823529000000006,-0.091603053,0.22,-0.206349206,0.021400778,-0.157377049
188,0.007352941,0.096836983,-0.014430014,0.011678832,0.036036036,-0.02489019,0.00753012,-0.037681159,0.004531722,-0.010463378,0.001506024,-0.001503759
192,0.018899389,0.09547190400000001,-0.07629287900000001,0.065466503,0.161818182,-0.085365904,0.061078622,-0.19718309899999997,0.023489932999999998,-0.087568892,0.0020352779999999997,-0.033442623
193,0.038227628,0.09539749,-0.007765315,-0.030125522999999998,0.106741573,-0.071304348,0.051434224,-0.144670051,0.041407867,-0.09125117599999999,0.026737967999999997,-0.07057654099999999
195,0.001812285,0.09514582099999999,-0.007168523,0.009432795,0.017436616999999998,-0.009154203,0.007083746,-0.025067131,0.0062079119999999995,-0.013807451,0.008689759,-0.018114951
196,0.000953289,0.09507934900000001,-0.004739335999999999,0.004761905,0.024769305,-0.01952381,0.015647872,-0.03080564,0.009871619,-0.024554646,0.016434263,-0.018572777
197,0.011424934,0.094753435,-0.0018925489999999999,-0.016199107,0.019130743999999998,-0.015422558000000001,0.012863471000000001,-0.040189008,0.015498218000000001,-0.025853729,0.024070911,-0.03943148
198,0.039393938999999996,0.09426627800000001,-0.003076923,-0.052478134,0.003115265,-0.009259259,0.045602606,-0.046583850999999996,0.01320132,-0.056074766,0.003333333,-0.022801303
202,0.016646179,0.09237924,-0.018629748999999998,0.009096360999999999,0.008054585,-0.011635089,0.010981912,-0.048555624000000006,0.030405405,-0.054313099000000004,0.022238163999999998,-0.085901639
203,0.073820916,0.09123700400000001,-0.015006821000000002,-0.06683641,0.007539410999999999,0.010387812,0.033826638,-0.034693878,0.015129683,-0.053851397,0.005113220999999999,-0.028388927999999997
204,0.011870846000000001,0.091037139,-0.016666667,-0.014547115,0.008708273,0.000968523,0.041541491,-0.041726619,0.060638407000000005,-0.09658818300000001,0.004810262,-0.061685152
209,0.038935756,0.089735582,-0.010262989,-0.026233604,0.003244646,-0.001296176,0.018481848000000002,-0.020051746000000002,0.033561644,-0.053791316,0.029577465,-0.058979457
210,0.037174721,0.089605735,-0.040998217,0.005376344,0.114,-0.07063197,0.008097166,-0.113105925,0.0020533879999999997,-0.022088352999999998,0.021367521,-0.040983607000000005
212,0.016009851999999998,0.08929292900000001,-0.019184652,0.010909091000000001,0.05384615400000001,-0.046454768,0.045698925,-0.094890511,0.127272727,-0.151670951,0.015384615,-0.126344086
214,0.082089552,0.088888889,-0.006426735,-0.105747126,0.015665796000000003,-0.009055627,0.063800277,-0.073264781,0.00698324,-0.066492829,0.002808989,-0.012482663
216,0.029411765,0.088095238,-0.007246376999999999,-0.014285714,0.030075188,-0.02919708,0.073170732,-0.102189781,0.025,-0.090909091,0.034482759,-0.056910569
220,0.005457853,0.087253679,-0.007263923,-0.0036188179999999998,0.03379224,-0.025609756,0.01237785,-0.070823245,0.0071801569999999995,-0.014157013999999999,0.017207148000000002,-0.02073882
221,0.126892574,0.0872254,-0.039917412,-0.070377479,0.061164333,-0.027240142999999998,0.033386328,-0.126388889,0.057995029000000003,-0.071538462,0.003987241,-0.018010963
222,0.086294416,0.08691588800000001,-0.024925224,-0.062616822,0.066666667,-0.033742331,0.021762786,-0.088293651,0.024636058,-0.048988285,0.013937281999999999,-0.059016393
224,0.032549729,0.08639813199999999,-0.017699115,-0.010507881,0.025408347999999997,-0.007207206999999999,0.009107468,-0.028318583999999997,0.037878788,-0.046931408,0.019193858,-0.049270073
226,0.00462963,0.08525345599999999,-0.015873016,0.016129031999999998,0.042553191,-0.025345622,0.143631436,-0.163265306,0.030898876000000002,-0.156398104,0.008522726999999999,-0.040871935
228,0.044973545,0.08438818599999999,-0.023255814,-0.020253165,0.045945945999999994,-0.021164021,0.065714286,-0.095607235,0.08359133099999999,-0.134048257,0.052459016,-0.12857142900000001
234,0.06896561400000001,0.082970034,-0.003257329,-0.06320841,0.018518614,-0.016806769,0.018366311,-0.035431234,0.025704399,-0.03986711,0.002476424,-0.026987904
237,0.01199243,0.082211125,-0.033559676000000004,0.021209224,0.013424705,-0.003956897,0.04483759599999999,-0.063936243,0.03509026,-0.042913459,0.012745516,-0.06961492700000001
238,0.00042700699999999997,0.082017341,-0.002981896,0.001920615,0.006451591,-0.006622538000000001,0.008019051,-0.014102564,0.00043412199999999995,-0.009460289,0.009431893,-0.01084834
240,0.007507545,0.081470442,-0.009981442,0.007824105999999999,0.026525238,-0.014563181000000001,0.026553855,-0.061646364,0.031970904,-0.053075304000000004,0.000802286,-0.022352941
241,0.024860567000000004,0.08127057900000001,-0.006853674000000001,-0.024876261,0.004367986,-0.005239668,0.002079054,-0.015605026999999999,0.016624551,-0.025025946,0.012523566000000002,-0.028519099
242,0.026315789,0.08119658099999999,-0.012658228,0.012820513,0.039473684,-0.025641026,0.013333333000000001,-0.050632910999999996,0.085714286,-0.078947368,0.01126842,-0.089210526
243,0.028846154,0.080996885,-0.003164557,-0.015576323999999999,0.013029316,-0.025396825,0.009771987,-0.012861736,0.034482759,-0.064516129,0.039711191,-0.07666666700000001
245,0.01000005,0.08085801599999999,-0.012406948000000001,-0.002475297,0.015267226000000002,-0.012562813999999999,0.015384564,-0.02255644,0.002577371,-0.020201971000000003,0.010362747,-0.007712185
246,0.000985633,0.08083048,-0.000739803,-0.001723289,0.0110027,-0.013079911000000001,0.0005010269999999999,-0.012614445,0.005050531,-0.008512794,0.013340174,-0.02060299
250,0.12040816300000001,0.080145719,-0.02584493,-0.083788707,0.10352422900000001,-0.073469388,0.018390805,-0.131736527,0.011792453,-0.042889391,0.009546539,-0.023310023
252,0.008955224,0.07988165700000001,-0.01759525,0.00887568,0.039877426,-0.026865731,0.044871731,-0.079646072,0.072413793,-0.110429393,0.028368794,-0.093247588
253,0.028484787999999997,0.079552195,-0.001207609,-0.024160284,0.004869142,-0.006650604,0.0030675459999999996,-0.012719623999999999,0.005558987,-0.009785872,0.006226713,-0.013513636
256,0.003225806,0.079314041,-0.001070664,0.001071811,0.023861171,-0.011789925,0.026666667,-0.04661016900000001,0.013513513999999999,-0.038961038999999996,0.003382187,-0.014444443999999999
258,0.0067567569999999995,0.07885906,-0.014975042,0.008389262,0.024013722,-0.015202703,0.003436426,-0.025125627999999997,0.0034482759999999997,-0.006849315,0.048648649,-0.046391753
259,0.013533733999999999,0.078635118,-0.006474054,-0.0069237890000000005,0.023967311,-0.017042606000000002,0.024585838,-0.06822714099999999,0.010781726,-0.032342254,0.037766776,-0.0256
263,0.015730337,0.078171091,-0.0022371360000000002,-0.011061946999999999,0.002262443,-0.00896861,0.042352941,-0.040632054,0.011961722,-0.056433409000000004,0.045112782000000004,-0.056737589000000005
265,0.002980725,0.07792629599999999,-0.007367485,0.008420009000000001,0.016483516,-0.009401237,0.0005,-0.017199017,0.030428109,-0.030984558,0.016281458999999998,-0.047046997
268,0.002597403,0.077720207,-0.017857143,0.015544041000000001,0.045333332999999996,-0.025974026,0.02739726,-0.068877551,0.031339031,-0.064,0.032448378,-0.063535912
270,0.009656674,0.07757709,-0.001070642,-0.007438851999999999,0.001077565,-0.0053590569999999995,0.0076005,-0.008611453,0.003260913,-0.008620731999999999,0.00325384,-0.00108351
272,0.034068136,0.07751938,-0.016064257,-0.034883721,0.035490605,-0.02244898,0.012765957,-0.052419355,0.089371981,-0.130252101,0.007317073,-0.090909091
274,0.009708738,0.076923077,-0.00952381,0.009615385,0.060606060999999996,-0.048076923,0.082474227,-0.076190476,0.032608696,-0.123809524,0.045977011,-0.084210526
279,0.05745554,0.07589478200000001,-0.008196721,-0.053040103,0.066957787,-0.053719008,0.08575804,-0.109140518,0.016260163,-0.1325811,0.125,-0.1296
283,0.027777778,0.07545045,-0.023569023999999997,0.003378378,0.034843206,-0.010344828,0.025089606,-0.060606060999999996,0.103585657,-0.12237762199999999,0.037344398,-0.129963899
284,0.00877193,0.075362319,-0.017241378999999998,0.008695652,0.027272727000000004,-0.035087718999999996,0.01826484,-0.030973451000000003,0.013888889,-0.031390135,0.004608295,-0.00913242
285,0.028985507,0.075117371,-0.01459854,-0.035211268,0.05384615400000001,-0.037037037,0.015625,-0.065693431,0.024,-0.038461537999999997,0.008,-0.0234375
286,0.0016658670000000001,0.075004129,-0.014245931000000002,0.015632779,0.022692855,-0.011794003,0.073555756,-0.083826397,0.016231971,-0.08372322900000001,0.021209284,-0.035355365
287,0.005617978,0.073867163,-0.009345794000000001,-0.003724395,0.0056926,-0.005660376999999999,0.015355086,-0.016981132,0.050403225999999995,-0.062381853,0.010080645,-0.047984645
291,0.022524731,0.073275153,-0.002347371,-0.02248747,0.045925926,-0.047058824000000006,0.040123352,-0.082152927,0.023454211000000003,-0.072205691,0.000530223,-0.017708332
292,0.017911872,0.073068581,-0.029544317999999996,0.004022122,0.026424872000000002,-0.004127967,0.00629596,-0.037859669,0.025336982,-0.032846767,0.0043407490000000005,-0.031019979
293,0.016486347,0.072985302,-0.023173854,0.006082108,0.013007285,-0.008767406,0.058209832999999996,-0.06471494900000001,0.050521694000000006,-0.055007836,0.020682001999999998,-0.064819658
294,0.040449438,0.072714183,-0.056521739,-0.006479482,0.038374717999999995,0.020737327,0.033412887999999995,-0.089130435,0.03960396,-0.066974596,0.103825137,-0.12857142900000001
296,0.016300878,0.072280562,-0.0018833020000000001,-0.017273197,0.017493606000000002,-0.011320692,0.016144657,-0.031884995,0.013667426000000002,-0.023514427,0.0026092629999999997,-0.015730337
297,0.0033091,0.07211958,-0.010467779,0.008245383,0.015317981999999999,-0.0072726940000000006,0.009386557,-0.021646441000000002,0.016315432,-0.022916007000000002,0.002712784,-0.013712375
298,0.031784841,0.071484992,-0.033254157,-0.0023696679999999997,0.09698558300000001,-0.062653563,0.047945205,-0.127837515,0.023709902,-0.062745098,0.027142857000000003,-0.046321525999999995
300,0.005376344,0.071301248,-0.0053191490000000004,0.005347594000000001,0.027173912999999997,-0.016042781000000002,0.016666667,-0.047619048,0.046783625999999995,-0.06557377,0.011904762,-0.06145251400000001
303,0.033225284,0.070980366,-0.018890636000000002,-0.024313765,0.004600585999999999,-0.020483408,0.038244198,-0.042048293,0.016335541000000002,-0.051904523,0.022451729,-0.032580365
304,0.030567686,0.070621469,-0.010043042,-0.015536723,0.0944,-0.094202899,0.105360444,-0.209064327,0.028301887,-0.113712375,0.034274194,-0.08990825699999999
305,0.0156417,0.070586863,-0.002838893,-0.013650683,0.03525527,-0.030960854,0.030165913,-0.05924089900000001,0.002657555,-0.035871157,0.001524428,-0.006436956
306,0.0049382720000000005,0.07043407,-0.021428571,0.031941032,0.03960396,-0.01703163,0.0024752479999999998,-0.038095238,0.017632242,-0.019753086,0.023376623,-0.047029703
307,0.080813489,0.070314453,-0.047264321,-0.036147537,0.047913805999999996,0.001617741,0.016030901,-0.07063961,0.029714314,-0.047878077000000005,0.073489159,-0.086293033
308,0.027630181,0.06997587,-0.117006247,0.09152021699999999,0.085437932,-0.001609335,0.046847828,-0.144059399,0.0029342129999999998,-0.058563480999999994,0.005424955,-0.029256875
310,0.014749263,0.069767442,-0.002932551,-0.00872093,0.039755352,-0.038235293999999996,0.012383901000000001,-0.05,0.018575851,-0.012232416000000001,0.035031847000000005,-0.045592705
311,0.007620094,0.069614135,-0.004659300999999999,-0.001163456,0.012956395,-0.006436454,0.018629844,-0.032558174,0.007907555,-0.030088531,0.012987063,-0.024140013
313,0.033369214,0.069097222,-0.059685864000000005,-0.005208333,0.187347932,-0.08463251699999999,0.034177215,-0.19057377,0.051792829000000006,-0.078335373,0.051355207,-0.11489899
314,0.005723712,0.06906049,-0.025086788999999998,0.01544714,0.018254723,-0.010265535,0.019845122,-0.035039985,0.013270548,-0.032845667,0.020175394,-0.036755386
317,0.0012658230000000001,0.068689423,-0.047387606,0.04045512,0.034177215,0.007653061,0.019354839,-0.051407589000000004,0.002614379,-0.03164557,0.009271523,-0.015645372
319,0.021586561,0.068321852,-0.020277428,-0.010036978,0.01745772,-0.0016340410000000001,0.02759009,-0.04772118,0.027647,-0.068493151,0.00644034,-0.022323928
320,0.007788103,0.06813503,-0.010448935999999999,-0.001545556,0.052684967,-0.035001976000000004,0.00540882,-0.074687217,0.00792825,-0.008276474,0.006471753,-0.008486835
322,0.001882749,0.068083972,-0.013021776,0.010218499,0.024833601,-0.008599305,0.021843482999999997,-0.033971014,0.023114894,-0.049800294,0.054896334000000005,-0.073456509
324,0.022440861,0.06759909,-0.002410806,-0.023540762000000003,0.004357766,-0.005046613,0.013907847,-0.012945388,0.00487639,-0.023454187,0.013723899,-0.018396522
325,0.008,0.067460317,-0.019493177,0.017857143,0.036363636,-0.015904573,0.047109208,-0.08966861599999999,0.008810573,-0.07157464200000001,0.008810573,-0.008733624
326,0.013943948000000001,0.067457836,-0.001424277,-0.019755686,0.013619278,-0.015547055,0.000658168,-0.022584356,0.0031475879999999998,-0.001753781,0.01585647,-0.024372418
327,0.047633634,0.06737585900000001,-0.03861477,-0.048965329,0.045542965,-0.016576362,0.014499983000000001,-0.06991167,0.057374189000000006,-0.046492492999999996,0.016888906999999998,-0.08342837
328,0.000780031,0.06677059,-0.00155521,0.00233827,0.003903201,-0.002336449,0.009441385,-0.011664075,0.001606426,-0.029618082999999996,0.012315271000000001,-0.023255814
332,0.04066731,0.06663332,-0.003623188,-0.03206408,0.026666667,-0.025974026,0.014061655,-0.039480519,0.038309859,-0.053333333,0.041152205,-0.07704829099999999
333,0.009246644,0.066621378,-0.008776975,-0.007691449,0.00631815,0.001035005,0.0056548990000000006,-0.010844703,0.0030131190000000003,-0.009754395,0.012538177,-0.013980438999999999
334,0.036071474,0.06651065,-0.004242424,-0.034523113,0.023573137,-0.018867863999999998,0.0031347959999999996,-0.033333333,0.002148363,-0.010875,0.026041667,-0.031525851
335,0.020114943,0.066431925,-0.003607504,-0.023943662,0.027088036,-0.037653874,0.019083969,-0.04029304,0.044952680999999994,-0.050187265999999994,0.007165605,-0.052075472000000005
336,0.017241391000000002,0.065901693,-0.023784356,-0.004105695,0.039780253,-0.014618279,0.023512251,-0.060558062,0.036690897,-0.047373102,0.01240344,-0.0488592
338,0.019091698,0.065852947,-0.004617604,-0.016463185,0.068582053,-0.061467175,0.03623646,-0.090488609,0.017202963,-0.037116536,0.002877238,-0.020357
339,0.007575758,0.065162907,-0.056338028,0.067669173,0.134453782,-0.11194029900000001,0.053571429000000004,-0.17037037,0.027522936,-0.07627118599999999,0.019230768999999998,-0.071428571
340,0.125570776,0.064908722,-0.021126761,-0.135902637,0.052896725,-0.047961631,0.0075949369999999995,-0.055023922999999995,0.01285347,-0.022613065,0.018421053,-0.035532995
345,0.01433121,0.064364218,-0.02034435,0.0031397490000000003,0.011146497,0.00319492,0.00480766,-0.017322803,0.024671053,-0.03030303,0.034129694,-0.05939008
350,0.0038363679999999997,0.06369431,-0.0051149870000000005,-0.003821707,0.01293661,-0.006426735,0.010471125,-0.024265669,0.002621179,-0.011657928,0.012000027,-0.019607843
352,0.015568862,0.063679245,-0.007125891,-0.007075471999999999,0.015776698999999998,-0.014354067,0.0036764709999999997,-0.025089606,0.022698613,-0.031746032,0.028497408999999998,-0.048088779000000005
354,0.017883175,0.063224611,-0.006197594,-0.016493332,0.003661699,0.0018341529999999998,0.012231245,-0.015687705,0.011967053,-0.02087144,0.001119783,-0.009977754
355,0.016260195,0.063199982,-0.0024193070000000003,-0.008000064,0.014084465,-0.024252223,0.018675739,-0.037581692,0.027264695,-0.05249995,0.01943462,-0.030821917
