,li_0grow_tmp,li_123_tmp,li_1grow_tmp,li_1up_tmp,li_2grow_tmp,li_2up_tmp,li_3grow_tmp,li_3up_tmp,li_4grow_tmp,li_4up_tmp,li_5grow_tmp,li_5up_tmp
576,0.03437772,0.043051479000000004,-0.010893246,-0.034497223,0.005731878,-0.000881101,0.036089586,-0.040333189,0.012975023,-0.048500882,0.032365588,-0.03888385
578,0.009302326,0.043010753,-0.013636364,0.013824885,0.047619048,-0.032258065,0.035175879,-0.095454545,0.0050761420000000005,-0.04368932,0.020725389,-0.025252525
581,0.022099541,0.042792761,-0.00046146699999999996,-0.023873917999999997,0.009767395,-0.007386888,0.012943336000000001,-0.039152374,0.046906135,-0.051585331,0.022153528999999998,-0.074833174
582,0.000744075,0.042787162999999996,-0.002859659,-2.28996e-05,0.008439292,-0.007720258000000001,0.013580825,-0.024188899,0.00036778300000000005,-0.023042335,0.000249598,-0.002075452
583,0.141463415,0.042735057,-0.027906977000000003,-0.08119658099999999,0.039024341000000004,-0.019138756,0.11229935199999999,-0.12206564,0.082840178,-0.18749996100000002,0.030864196,-0.114753995
584,0.00206111,0.04255045599999999,-0.026412183,0.017225813,0.028290819,-0.008956425,0.011724008000000001,-0.043943497000000005,0.057946733,-0.054648418,0.10559399900000001,-0.16208029599999998
585,0.018618655,0.042452782,-0.000888416,-0.00442217,0.017177553999999998,-0.023414327999999998,0.020612042,-0.044635374000000005,0.062143095,-0.089045217,0.007678925,-0.09392792800000001
587,0.008878759,0.042423586,-0.039150792999999996,-0.011508474,0.021372528,0.028272725,0.0077076259999999995,-0.031444484,0.00762441,-0.042415158,0.042142664,-0.053807385
588,0.017241378999999998,0.042372880999999994,-0.045833333,0.016949153,0.021551723999999998,0.013100437,0.017621145,-0.042194092999999995,0.004424779,-0.021645022000000003,0.01826484,-0.035242291
589,0.014505495,0.04231658,-0.051020407999999996,0.06152513,0.07006369400000001,-0.054623656,0.006430868,-0.074404762,0.003683241,-0.008671885,0.01873194,-0.044954085
590,0.001441516,0.042272395,-0.010894524,0.004174478,0.019861689,-0.014927522,0.033272285,-0.054818278,0.015680701000000002,-0.048596649000000006,0.025762636000000002,-0.032864538
591,0.026078063999999998,0.042125253,-0.02050581,-0.024081115,0.035186487999999995,-0.00837404,0.019448337,-0.038749116,0.054889832,-0.10267079400000001,0.008910267,-0.070575336
592,0.016039028,0.042095669,-0.011163206,0.024708351,0.04224358,-0.037931812,0.015118815,-0.061697861,0.017114816,-0.033096857,0.004121164,-0.008413414000000001
594,0.025,0.04200542,-0.024489796,-0.004065041,0.020833333,0.0041841000000000005,0.038626609,-0.048979592,0.049773755999999995,-0.08677686,0.056603774,-0.08620689699999999
595,0.0035429579999999997,0.041850522,-0.0022143270000000003,-0.00353045,0.00577141,-0.00022197099999999998,0.00066677,-0.007062436,0.0026749670000000003,-0.0035539540000000002,0.006280821,-0.008892797
596,0.026653719,0.04177485,-0.010582082,-0.018645198,0.012124151000000001,0.002430797,0.009172013,-0.033541014,0.021206765,-0.02702034,0.036325268,-0.060815796
599,0.0014625039999999999,0.041666596,-0.006395407,0.0046728970000000005,0.007071332,-0.007021679,0.016052349,-0.015798742,0.006902731,-0.025160912999999997,0.0008984430000000001,-0.0047690020000000005
601,0.010214505,0.041456016,-0.022155086,0.004044489,0.039572193,-0.03707518,0.017772381,-0.068004115,0.0189099,-0.02494577,0.032941176,-0.072052402
602,0.012026458,0.041414149,-0.014092055,-0.009150374000000001,0.005374065999999999,0.007298808,0.002543593,-0.008288318000000001,0.006966931,-0.011537925,0.002082288,-0.009042938
604,0.022149345,0.041332277,-0.009391588000000001,-0.017255217,0.0057946609999999996,-0.004122012,0.007051015999999999,-0.007818848,0.045064423,-0.040362519,0.024593764,-0.06488706400000001
605,0.000629327,0.04129979,-0.028846095,0.046540818,0.057594873,-0.022277228,0.007006369,-0.060442792,0.028013029,-0.029095509,0.0019392370000000001,-0.01964512
608,0.019006479,0.041260435,-0.000864218,-0.019075922,0.007819331,-0.004325303,0.005258589,-0.016379353,0.015391381,-0.008718439,0.02018838,-0.03464699
609,0.012145783,0.041222233,-0.014725503000000001,-0.004000033,0.006759074,0.005095075,0.004427759,-0.014434373,0.002046351,-0.005764666,0.005165289,-0.011572431000000001
610,0.001953125,0.041152263,-0.003250975,-0.0006497730000000001,0.019463087,-0.028049576,0.01082544,-0.026991442,0.022145329,-0.032797858,0.002777778,-0.025050779
611,0.003284672,0.040742087999999996,-0.011956521999999999,0.004001455,0.028731382000000003,-0.017235094,0.002266793,-0.039898477,0.006891194000000001,-0.015454202,0.005791467,-0.015209088
612,0.006145251,0.040718101,-0.009972189000000001,0.002220933,0.014060742,-0.005036374000000001,0.007927463000000001,-0.020521408,0.036513545,-0.046067362,0.016023798,-0.042613635999999996
613,0.0059692109999999994,0.040703748,-0.00533417,-0.0046845409999999995,0.025831483,-0.023028454,0.005865102,-0.033994303,0.007886954,-0.014253352,0.002629849,-0.008151288000000001
614,0.016461866999999998,0.040689736000000004,-0.005121927,-0.008943655,0.027756838,-0.019612625,0.032175638,-0.0472019,0.036055169,-0.066798544,0.013164911000000001,-0.047594700999999996
615,0.010154481,0.040646869,-0.000890913,-0.01879362,0.015329125,-0.011145786999999999,0.039270736,-0.050177664000000004,0.0037771479999999997,-0.047233468,0.028841371,-0.054092145
616,0.006270964,0.040579681,-0.012424155,0.00318842,0.016209009,0.001755442,0.034202138,-0.046270918,0.05136287900000001,-0.075320485,0.016159968,-0.063389822
617,0.021097046,0.040495868,-0.02,-0.008264463,0.060337178,-0.041666667000000004,0.005347594000000001,-0.061087866,0.066538091,-0.080673759,0.023919042999999997,-0.017179023999999998
618,0.019507828999999997,0.040478569,-0.0027972279999999997,-0.016383154,0.011001799,-0.014917736000000001,0.010137756,-0.014978863,0.01628918,-0.028435396,0.012510103,-0.03127446
619,0.01590214,0.040236773999999996,-0.014541018999999999,-0.006321583,0.014439355,0.0006148169999999999,0.008620628,-0.016353725,0.014379525,-0.023504214,0.009463691,-0.02311248
620,0.034334764,0.04011065,-0.004310345,-0.037344398,0.035242291,-0.017316017,0.022522523,-0.055319149000000005,0.029277219,-0.037004405,0.057407407,-0.04
622,0.0045775,0.040016309,-0.008053187,0.001051455,0.021777972000000003,-0.011295447,0.016375546,-0.039832319,0.005131928,-0.023272431,0.016766058,-0.021152442999999996
624,0.0125,0.039780521,-0.024291497999999998,0.016460905,0.05106383,-0.024896266,0.021459227,-0.056680162,0.026431717999999996,-0.046218487,0.017699115,-0.030042918
625,0.043918877,0.039778912,-0.00127551,-0.04854365099999999,0.00255102,0.0012771389999999998,0.033995585,-0.039440204,0.024886877999999998,-0.05636208400000001,0.008711646,-0.037086137000000005
626,0.035902851,0.039755352,-0.007391763000000001,-0.034658512,0.010672359,-0.003191489,0.023861171,-0.026399155,0.052451539000000005,-0.070974576,0.015081206000000002,-0.066088841
628,0.002331002,0.039534884,-0.069565217,0.069767442,0.122715405,-0.105140187,0.015915119,-0.123255814,0.018918919,-0.033942559,0.005434783,-0.023872678999999997
629,0.000235503,0.039497806,-0.01055234,0.012211251999999999,0.009831526,-0.007873764,0.027914129,-0.044016333,0.024773122,-0.053178175999999994,0.018680465,-0.043427525
630,0.007077816,0.039491343,-0.017421603,0.008534126999999999,0.007606491,-0.001013161,0.007142826999999999,-0.013588303999999999,0.036411578,-0.040020234,0.015735171000000003,-0.061608912
636,0.040334461,0.039243489,-0.007733156,-0.021749437000000003,0.052551041,-0.04529958,0.00831604,-0.067377653,0.04484056,-0.045876257999999996,0.004966943,-0.063081688
640,0.022715926,0.039134309,-0.014814765,-0.011471833,0.011755903,0.0020049620000000003,0.05872934,-0.073918465,0.004037604,-0.063287897,0.022099419,-0.029490564
642,0.000818257,0.039107492,-0.025600337999999997,0.029943802000000002,0.043050472,-0.006517301999999999,0.009238188,-0.053262637,0.027516119,-0.028180652999999996,0.05919572,-0.08826861
644,0.008350689,0.039061435,-0.007083333000000001,-0.00621118,0.003764115,0.0033571129999999997,0.035019543,-0.036250042,0.020713926,-0.052213866,0.010281582,-0.034110492
646,0.011981081000000001,0.03900514,-0.01296186,-0.001652037,0.012834793999999998,0.00139701,0.035300867,-0.047933830999999996,0.01623853,-0.053381779000000004,0.0032844429999999997,-0.02701906
648,0.0023668639999999998,0.038961038999999996,-0.008215962,0.005903188,0.043263288,-0.04260355,0.027027027000000002,-0.079383886,0.007751938000000001,-0.030075188,0.00520156,-0.014102564
649,0.021352312999999998,0.038908246,-0.007054674,-0.012195122,0.032727273,-0.023090586,0.057425743,-0.110915493,0.009960159,-0.059925094000000005,0.05462184900000001,-0.061143984000000005
651,0.06264715,0.038859384,-0.01842469,-0.037677307,0.048285855,-0.028155797000000003,0.004854417,-0.051128467999999996,0.015271035,-0.019323767,0.029236868,-0.020863706
652,0.01010101,0.038823549,-0.003569245,-0.011176529,0.02195122,-0.020895522,0.009876543,-0.033412828,0.004965859,-0.015281173,0.016331658,-0.016677022
653,0.035714208,0.038808578999999996,-0.089947125,0.051168003,0.089051616,0.005426434,0.012485447,-0.092743398,0.016773081999999998,-0.035067436,0.004813438,-0.020816928999999998
655,0.016393443,0.03870971,-0.00651469,-0.009677386999999999,0.021452212000000002,-0.00655741,0.018257228,-0.026655928,0.042794777,-0.066829635,0.014171816,-0.05443886
656,0.013186785,0.038593609,-0.004383562,-0.010303714,0.04756443900000001,-0.039625702,0.020042473999999998,-0.08427245400000001,0.029465261,-0.03402644,0.015393842,-0.02444046
660,0.033112583,0.038461537999999997,-0.006578947,-0.025641026,0.04137931,-0.039735098999999996,0.027777778,-0.046357616,0.014084507,-0.040540541,0.007092199,-0.020833333
662,0.015138431,0.038411615,-0.008384279,-0.02982542,0.007751991,-0.000176185,0.007100976,-0.015209772,0.003390417,-0.012162859,0.003388586,-0.0028454559999999997
666,0.048192770999999995,0.038314176,-0.05027933,0.028735632,0.0875,-0.058823529000000006,0.040268456,-0.143678161,0.080882353,-0.122580645,0.090163934,-0.17006802699999998
667,0.02435671,0.038202902000000004,-0.020743035,-0.012836247,0.066333333,-0.051533324000000005,0.04172662,-0.130978462,0.030460624,-0.070441957,0.079171786,-0.112112509
668,0.014484736000000002,0.03813531,-0.020731114,0.006589804,0.02402684,-0.002971198,0.00975976,-0.030920352999999998,0.013018848999999999,-0.01486987,0.011404638,-0.020115441
670,0.00126148,0.038079282,-0.0033628409999999997,-0.000839899,0.004641266,-0.000421679,0.00253923,-0.007559849,0.00044096099999999997,-0.042634063,0.034738305,-0.048479548
671,0.024282561,0.038074712999999996,-0.044871795,0.00862069,0.047835990999999994,-0.017897092,0.04589372,-0.1,0.027295285,-0.069284065,0.015228426000000002,-0.048309179
672,0.00618989,0.038049618,-0.000692452,-0.012987081000000001,0.012613903999999999,-0.011088066,0.014747234,-0.014532913,0.039416015,-0.05190311400000001,0.020270256,-0.06460673
673,0.040650467999999995,0.038001455,-0.004484365,-0.032118055,0.006044152,-0.0063062759999999995,0.028732011000000002,-0.038149623,0.005698005999999999,-0.040983577,0.005422648,-0.013220019
677,0.023255814,0.037878788,-0.066666667,0.022727273,0.102564103,-0.071428571,0.027027027000000002,-0.139534884,0.090909091,-0.131578947,0.09677419400000001,-0.13888888900000002
679,0.059285092000000005,0.037860082,-0.009466437,-0.043621399000000005,0.035874439,-0.03127715,0.00631769,-0.040692641,0.009157509,-0.020627803,0.04427334,-0.057168784
680,0.011323353999999999,0.03778873,-0.007670781,0.00349895,0.022222265,-0.019676767,0.018248175,-0.039270728,0.029567932,-0.05448033,0.002290107,-0.035346126
681,0.012480975,0.037783175,-0.0024368560000000003,-0.012928323,0.010819259,-0.012213802,0.001240341,-0.013761498,0.000310911,-0.0037164140000000003,0.01010101,-0.015537601000000002
682,0.014154281999999999,0.037683182,-0.039121482,0.016748081,0.027417027000000004,-0.01,0.017518248,-0.037921348,0.006617647,-0.024390244,0.00147167,-0.0073046019999999994
683,0.012323944,0.037681159,-0.05210084,0.034782609,0.078711986,-0.008865248000000001,0.016981132,-0.12106136,0.0018939389999999999,-0.020408163,0.007604563000000001,-0.005671078
684,0.017286696,0.03768012,-0.002613947,-0.01071293,0.019094902,-0.019655541999999998,0.004024511,-0.022297152,0.015219493,-0.021759859,0.010472199,-0.027291909
685,0.00171827,0.037640547,-0.006230558000000001,0.009433991,0.012324477,-0.005699658000000001,0.0034592679999999997,-0.017836948000000002,0.0023100779999999997,-0.005170928,0.00608343,-0.0054738980000000005
686,0.0383817,0.037629052,-0.009287946,-0.031967993,0.014675073,-0.006249979,0.034858343,-0.05165289,0.012154673999999999,-0.047368420999999994,0.027241794,-0.038209608
687,0.076923077,0.037581698999999996,-0.056537102,-0.009103640999999999,0.067169811,-0.007490637,0.055288462000000003,-0.117397454,0.043697479000000004,-0.096431283,0.044603033,-0.09742351
688,0.00756688,0.037550647,-0.006343714,0.00173316,0.0064365709999999994,-0.008125363,0.015421114,-0.019767441,0.004169148,-0.0192757,0.020531463,-0.017793712
689,0.016841355,0.037541394,-0.009300596,-0.010673574,0.009380863,0.00075107,0.01447064,-0.023791822,0.014763054,-0.033783747999999995,0.006286836999999999,-0.025650841
691,0.011895603999999999,0.037354108999999996,-0.00183101,-0.023000292999999998,0.008033728,-0.005110063,0.012254592,-0.008492318,0.030771372,-0.039703241,0.025214741000000002,-0.050762769000000006
692,0.0027397259999999996,0.037340619,-0.002737851,-0.00204918,0.015449438000000001,-0.022649278999999998,0.008270676999999999,-0.08022130000000001,0.00622084,-0.041014168999999996,0.00154321,0.001545595
694,0.008863804,0.03727375,-0.0008116719999999999,-0.015974441000000002,0.010673185,-0.010560471,0.007450265,-0.018683948,0.0066667,-0.013968743,0.016142753,-0.025662317
696,0.061956522,0.037188673,-0.008421053000000001,-0.027635619,0.061111110999999996,-0.044585987,0.051222352,-0.10052356,0.023607747999999998,-0.08527131800000001,0.042038217,-0.07155529299999999
698,0.041031653,0.037162162,-0.003504673,-0.036036036,0.014285714,-0.015240328000000001,0.0072028809999999995,-0.022300469,0.048040455,-0.057210965,0.01375,-0.034981906
699,0.007677543,0.037142857,-0.046321525999999995,0.048571429000000006,0.022269353,-0.101904762,0.017241378999999998,-0.037344398,0.043918919,-0.059322034,0.071684588,-0.097087379
703,0.012815126999999999,0.03695047,-0.005732607,-0.016366415,0.030993137,-0.024469104,0.03302307,-0.068512223,0.016572074,-0.053036937,0.015277746000000002,-0.021886747
704,0.008442777,0.036899209,-0.009407385,-0.011162791000000002,0.017779962,-0.011870846000000001,0.012135922,-0.027384325,0.004880429,-0.017266187,0.017874926,-0.021855318
705,0.018359792,0.036859037000000004,-0.013872135,-0.0036057090000000003,0.017780565,-0.002446544,0.011889862,-0.037349398,0.01848311,-0.029684601,0.002574003,-0.027534417999999998
707,0.028565338,0.036822121,-0.013152291000000002,-0.023005202000000002,0.014202711000000002,-0.001074785,0.006521717,-0.023976257,0.012389313999999998,-0.023758057000000003,0.012148504,-0.028627557999999997
708,0.215962441,0.036808237,-0.06337836599999999,-0.148339768,0.12195122,-0.325266215,0.08487654300000001,-0.171355499,0.009375,-0.089615932,0.025806452,-0.040247677999999995
712,0.032432432000000004,0.036649197,-0.016129086,-0.02617801,0.0055096419999999995,-0.008196667,0.025787907000000002,-0.043835562,0.053731343,-0.06424581,0.03058104,-0.073654391
713,0.09231365,0.036645803,-0.004804845,-0.105640057,0.007053648,-0.001810501,0.020612204,-0.019411667,0.007151655,-0.021395702000000003,0.032038998,-0.043822275
716,0.012727273,0.036505087,-0.029929577000000002,0.019748653999999997,0.052141527,-0.025408347999999997,0.049019608,-0.09734513300000001,0.060475162,-0.134579439,0.021551723999999998,-0.054989817
719,0.006956522,0.03626943,-0.006962576,-0.007772021,0.027075812,-0.028921997999999997,0.001805054,-0.026362039,0.008249313000000001,-0.017117117,0.020427112,-0.020909091
721,0.01511879,0.036170213,-0.017057568999999998,-0.00212766,0.048478016,-0.037960954,0.001722158,-0.06344086,0.030805687000000002,-0.032664756,0.015719468,-0.049425287000000005
722,0.012315703,0.03612399,-0.001291123,-0.008163951,0.017134514,-0.009696218000000001,0.022963442999999997,-0.042836545999999996,0.036518841,-0.039816501000000004,0.050784129000000004,-0.11820877099999999
723,0.034063311,0.036078447,-0.012106538,-0.028235293999999998,0.0073349140000000005,0.002451029,0.007425693000000001,-0.019417427,0.027431472999999998,-0.014742064,0.013089005,-0.072815534
725,0.048969072,0.036036036,-0.004,-0.078624079,0.034246575,-0.022757697,0.023943662,-0.059602649,0.06865671599999999,-0.078404402,0.02118003,-0.076815642
726,0.028806584,0.036000000000000004,-0.047619048,0.008,0.020746888,0.004166667,0.016736402,-0.028455285,0.021459227,-0.041152263,0.008733624,-0.037815126
727,0.004016064000000001,0.036000000000000004,-0.02734375,0.024,0.06808510599999999,-0.0562249,0.008888889,-0.103585657,0.051162791,-0.05286343599999999,0.048543689,-0.088495575
729,0.00385274,0.035962969,-0.006759611,0.00938162,0.033216785,-0.02679715,0.009259215,-0.040609096000000004,0.008422031,-0.014416776999999999,0.008512545,-0.018901098999999998
730,0.04427334,0.035944699999999996,-0.013157895,-0.019354839,0.054794521,-0.026666667,0.024266936,-0.082560297,0.017634855,-0.048371175,0.004166667,-0.021406728
731,0.022938286000000002,0.035860465,-0.0027389209999999996,-0.025360412000000002,0.007713581,-0.003021176,0.001381188,-0.010388217,0.021366376,-0.018758621,0.001127629,-0.023671922999999997
733,0.019372043000000002,0.035714308,-0.006761359000000001,-0.030799476,0.001697251,0.0027229409999999996,0.02123959,-0.02677062,0.008790436,-0.030344323,0.02954955,-0.032764062999999996
737,0.019207653,0.035433855,-0.002676978,-0.010011779,0.039372595,-0.03042055,0.06345590599999999,-0.090559364,0.037160996,-0.085985282,0.022703817999999997,-0.061652679
738,0.016,0.035433071000000003,-0.019455253,0.011811024,0.032520325,-0.023809524,0.004065041,-0.031496063,0.008196721,-0.012145748999999999,0.020833333,-0.024390244
741,0.009225091999999999,0.03534429,-0.028622575,0.021937879,0.020295203,-0.001841621,0.007407444,-0.023508137000000002,0.0074487519999999995,-0.012867683000000001,0.003752345,-0.014787393999999999
742,0.033909287999999996,0.03530397,-0.011154033,-0.026112387999999997,0.037209301,-0.020607288999999997,0.003780253,-0.039718149,0.013819688,-0.022153301,0.002038043,-0.013184358
743,0.028684471,0.03525641,-0.007920792,-0.028846154,0.02020202,-0.011976048000000001,0.011247443999999999,-0.031683168,0.014522822,-0.025278059,0.005213764,-0.019427403
745,0.020057338,0.035112317000000004,-0.013199246000000001,-0.006866464,0.04657673,-0.032484093,0.014369274,-0.05881431,0.022758621,-0.044638429,0.011149263000000001,-0.017194892
746,0.030249975,0.035104749,-0.013892358999999998,-0.021839311,0.0010010260000000001,0.005282994,0.001254995,-0.004,0.017512639,-0.012283705,0.007052871,-0.009728087
748,0.0026876540000000003,0.035084603,-0.009459201,0.001250894,0.006288141999999999,0.0028828829999999997,0.008333315,-0.01446165,0.01767954,-0.024434082000000003,0.000734772,-0.014838926
749,0.009807074,0.035026269,-0.009893075,-0.002228992,0.034311287,-0.027719532999999998,0.002159485,-0.035256425,0.013427307,-0.012431626000000001,0.000505357,-0.016893011
750,0.001376245,0.035000915,-0.000552834,-0.005772485,0.004458066,-0.007192336999999999,0.007920877,-0.019417504,0.015288817,-0.008700560999999999,0.001418814,-0.017289431
751,0.009598566,0.034942574,-0.012993392,-0.002222497,0.007918603,-0.002507573,0.00265687,-0.014340951999999999,0.023625122999999998,-0.022586763,0.0054665880000000005,-0.031025337000000004
753,0.010654766000000001,0.034822089,-0.009021056,-0.0013417670000000002,0.019110745,-0.006779043,0.006851957,-0.022579335,0.025724123999999998,-0.040054462,0.001207507,-0.018759874
754,0.005580356999999999,0.034776175,-0.028384279,0.016648168999999997,0.037372592999999996,-0.007865169,0.024418605,-0.061135370999999994,0.009356725,-0.029511917999999998,0.00117096,-0.010428736999999999
755,0.015379796999999999,0.03468999,-0.005440716999999999,-0.015198413000000001,0.000892753,0.001630619,0.020283016,-0.024765209,0.02095072,-0.036015614,0.018937018,-0.035201415
757,0.010468761,0.034612636,-0.017547964,0.0063574519999999995,0.012395709,-0.000952632,0.005511598,-0.017424086999999998,0.007932741,-0.008579624000000001,0.014237452,-0.011686166999999999
758,0.002885945,0.034532402999999996,-0.014204545,0.012949668999999999,0.021929824,-0.014409221000000002,0.004398885999999999,-0.024320542999999997,0.008849528,-0.01021892,0.017991096,-0.024853887999999998
759,0.008965517,0.034518079,-0.008965517,-0.008885851,0.020198512,-0.018093285,0.040103017000000005,-0.055922228,0.058869702,-0.098691192,0.009445100000000001,-0.058191253
760,0.008955224,0.034516726,-0.005970149,-0.00887574,0.012121273,-0.009009009,0.0030488409999999996,-0.017964131,0.01552795,-0.021276655,0.012539185,-0.024464832000000002
761,0.030601442000000003,0.034471025,-0.026324786,-0.001706451,0.04253037900000001,-0.01755618,0.02079533,-0.060335962,0.004016100999999999,-0.021086526,0.004021901,-0.005454545
762,0.027888446,0.034453057999999995,-0.005228758,-0.011627907,0.035278155,-0.031537451,0.04494382,-0.066841415,0.009985735,-0.057795699000000006,0.012857143,-0.011299435
763,0.004322122,0.034428849,-0.020510875,0.010954656,0.006374502,-0.008297077,0.012500081000000001,-0.018210649,0.023505155,-0.034249342,0.0234702,-0.038678445
764,0.008043876,0.034336852,-0.001814846,-0.000725462,0.013612913999999999,-0.011636364,0.005196696,-0.022141489,0.006324405,-0.007385561,0.006343284,-0.009242145
765,0.00292113,0.034304207,-0.009775171,-0.006796117,0.027720738999999998,-0.038499506,0.01320132,-0.091908092,0.033256881,-0.05320304,0.014976959,-0.036625971
769,0.029867257,0.034013605,-0.031016042999999997,0.004296455,0.072009292,-0.049668874,0.019906323,-0.07475623,0.02173913,-0.049368542,0.02661597,-0.067375887
770,0.013559322,0.03400223,-0.0016920470000000001,-0.011705686000000002,0.0034188029999999998,-0.008474576,0.010291595,-0.00681431,0.047957371,-0.044142615,0.040145985,-0.071186441
771,0.00955414,0.033985287,-0.020560773,0.012618296999999999,0.038784746,-0.015903308,0.00788435,-0.052893592,0.005284029,-0.01303781,0.007323621999999999,-0.013140605
772,0.032323335,0.033920351,-0.013473103,-0.019569471,0.011281999999999999,-0.013657056,0.06345732700000001,-0.073022215,0.006600605,-0.064814863,0.003307718,-0.00874317
773,0.00381431,0.033882243,-0.028510171,0.032932313,0.025437202000000003,-0.007573348000000001,0.022519563,-0.049922499,0.027544446,-0.049792456,0.050160105999999996,-0.08107220799999999
776,0.016197077,0.033638287999999995,-0.00623264,-0.016410431,0.0015385,0.0034735720000000003,0.006288709,-0.00768052,0.009190476999999999,-0.016633045,0.003749803,-0.018213573
777,0.000888333,0.033629232,-0.007339988,0.0076923669999999994,0.01648678,-0.013309671,0.006616571,-0.019463285,0.000904917,-0.009560771,0.004879535999999999,-0.011754038999999999
778,0.011538462,0.033586819,-0.013157895,0.011406844,0.070422535,-0.053333333,0.043933054000000006,-0.101503759,0.055679287,-0.100200401,0.006880734,-0.080168776
779,0.046259902,0.033552793,-0.00782773,-0.038570158,0.005905491999999999,0.001972347,0.04902956,-0.042074307000000005,0.039699637,-0.092502438,0.0321508,-0.069143507
780,0.004385965,0.033478894,-0.004347826,0.004366812,0.013215858999999998,-0.008733624,0.01793722,-0.030434782999999997,0.013513513999999999,-0.022026432000000002,0.004524887,-0.017777778
781,0.04080039,0.033458186,-0.03929476,-0.008739026,0.045215483,-0.002621867,0.053329651,-0.08978871199999999,0.000277414,-0.054564482000000004,0.025021355,-0.024410569
783,0.018245614,0.033310361000000004,-0.013121546999999999,-0.00206754,0.042765502000000004,-0.018194542,0.009475219,-0.062200957,0.0036791759999999997,-0.018772563,0.05080831400000001,-0.047653959
784,0.004152671,0.033158209,-0.004803407,0.000558802,0.010993925,-0.009653082,0.008933662,-0.02118833,0.013302206,-0.027131332999999997,0.0008168030000000001,-0.01312758
785,0.003948815,0.033138875,-0.001227383,-0.005425213000000001,0.013900273999999999,-0.007919088000000001,0.027813087,-0.038550239,0.029898359,-0.05357144,0.00380275,-0.03649938
786,0.0021858470000000003,0.033078899,-0.00273828,-0.00436205,0.013974288,-0.017572763,0.005084745,-0.024255679,0.003422647,-0.014614951000000001,0.00988372,-0.022171632
787,0.002453988,0.033047736,-0.019093079,0.025703794,0.036159601,-0.024330900000000003,0.025641026,-0.061371840999999996,0.044959128,-0.0825,0.00807537,-0.031290742999999996
788,0.018640777,0.033041047000000004,-0.003525264,-0.026686961000000002,0.017111023,-0.012185613,0.008022423,-0.024647849,0.02035002,-0.022284084,0.0036452,-0.015157519
789,0.001583531,0.032938076000000004,-0.013333333000000001,0.007905138,0.04244898,-0.026232113999999997,0.007438017,-0.052466719,0.007487521,-0.013945856999999999,0.038860104,-0.043765483
790,0.001317523,0.032894737,-0.007832898000000001,0.007894736999999999,0.006622517,-0.006578947,0.046153846,-0.059210526,0.044052863,-0.08957219300000001,0.03348554,-0.075949367
791,0.007372551,0.032886116,-0.003341613,0.002048957,0.008794494,-0.013331166,0.009552287,-0.02354695,0.0038091,-0.01963976,0.013380376000000001,-0.017600937
793,0.0033130309999999997,0.032837992999999996,-0.012008733999999998,0.008255366,0.012215436000000001,-0.004972376,0.021481005,-0.029621447999999998,0.010900803,-0.03541782,0.016548522,-0.039727637
796,0.05946935,0.032815198999999996,-0.000913242,-0.054404145,0.005504586999999999,-0.003656307,0.03219697,-0.03649635,0.031007752000000003,-0.053211009000000004,0.068686869,-0.069548872
799,0.011469196999999999,0.03266735,-0.0038094970000000002,-0.0078294,0.010448199,-0.00655564,0.001933674,-0.014965959,0.021444752,-0.022883953999999998,0.011126961999999999,-0.03176801
800,0.011261261000000002,0.032665182,-0.003389831,-0.014476615,0.01734104,-0.019274376,0.018823529,-0.034090908999999996,0.0035377359999999997,-0.020785219,0.019300361999999998,-0.025851938999999997
804,0.010098246,0.032535335,-0.00291162,-0.006051013,0.003459207,-0.002389063,0.009892994,-0.008220551999999999,0.000802541,-0.010325629000000001,0.011972762,-0.017642342
805,0.01202076,0.032530754,-0.021939617999999998,0.009630851,0.008950949,-0.09200260099999999,0.027941102000000002,-0.034776402000000005,0.001104196,-0.028254615,0.026415132,-0.02573533
806,0.00149934,0.032435048,-0.018382353,0.017964026,0.024353213,-0.015730382,0.006923031,-0.034175377,0.047308288,-0.063407153,0.016501651000000003,-0.056074753
807,0.033333273,0.032258145,-0.011940358,-0.01759525,0.012157993,-0.006042176,0.02507837,-0.042042042,0.016025641,-0.04587156,0.022801303,-0.031545741
809,0.030634573,0.032200991,-0.005458515,-0.027600849,0.02020202,-0.021953897000000003,0.012387387,-0.02310231,0.011979463999999999,-0.025027808999999998,0.005309326,-0.023224352
810,0.0008464360000000001,0.032150481,-0.0019860520000000003,0.011347221999999999,0.029465596,-0.028384902000000004,0.036267306,-0.064504802,0.009454255,-0.044071654,0.0072853530000000005,-0.016641757
814,0.041224971,0.032051282,-0.034090908999999996,-0.004524887,0.041273585,-0.002352941,0.031363088,-0.061155153,0.02354399,-0.056140351,0.03298153,-0.082324455
815,0.01993945,0.031922808,-0.010286001,-0.013610468,0.024028682000000003,-0.008365069000000001,0.03990423,-0.061657537000000005,0.022185759,-0.066001586,0.037015917999999995,-0.058949652000000005
816,0.050147372,0.031835264,-0.008902018000000001,-0.053370733,0.005970149,0.0029939520000000002,0.0060060059999999995,-0.011869436,0.00914628,-0.020895522,0.009230769,-0.018126829
817,0.012302285,0.031828704,-0.006980803000000001,-0.005208333,0.005291005,-0.003514938,0.003546099,-0.010526316,0.023339317999999998,-0.01590106,0.027472527000000004,-0.042105263
819,0.001722687,0.031814237999999995,-0.0034482759999999997,-0.00257957,0.024305591,-0.003460242,0.005217391,-0.025423729,0.050973122999999995,-0.066608997,0.002788104,-0.051146384
