li_0grow_tmp,li_123_tmp,li_1grow_tmp,li_1up_tmp,li_2grow_tmp,li_2up_tmp,li_3grow_tmp,li_3up_tmp,li_4grow_tmp,li_4up_tmp,li_5grow_tmp,li_5up_tmp
-0.066381156,-0.059633028,0.087912088,0.043577982,-0.154385965,0.151515152,-0.059130435,0.192946058,-0.006932409,0.066543438,-0.16642547,0.205933682
-0.068887582,0.05063676,0.053261613,0.013341358,-0.109169081,0.056534032,-0.008002213,0.131602803,-0.068339957,0.082011376,-0.0170026,0.098159397
-0.010064117,-0.013370259,0.002739763,0.012014825,-0.005086267,0.002732186,-0.013629807,0.018075552,-0.025052557,0.037818218,-0.013238077,0.031626198
-0.006747639,0.00688404,0.017302966,-0.010597799,-0.031466667,0.012418979,-0.010556796,0.043226845,-0.00782266,0.022939343,-0.003907189,0.008935611
-0.009477536,-0.006033903,0.042170266,-0.037238119,-0.05081761,0.024484562,-0.016974243,0.077392049,-0.02895801,0.054304356,-0.02227955,0.042287925
0,-0.069373942,0.010204082,-0.005076142,-0.048780488,0.035353535,-0.009661836,0.061538462,-0.023809524,0.024390244,-0.106382979,0.146341463
-0.043478261,0.060606061,0.019704433,0.025252525,-0.028708134,0.009661836,-0.03271028,0.054187192,-0.035874439,0.077294686,-0.022222222,0.046511628
-0.016666667,0.031073446,0,0.016949153,-0.008196721,0.016666667,-0.005658852,0.02231405,-0.015748031,0.032520325,-0.0078125,0.024
-0.0078125,-0.031496063,0.04,-0.015748031,-0.053030303,0.015384615,-0.014814815,0.08,0,0.022556391,0,0
0,-0.004728132,0,0.014184397,0,0,-0.027210884,0.027972028,-0.02,0.048951049,-0.032258065,0.054421769
-0.027210884,0.009324009,0,0.034965035,-0.006756757,0,-0.013333333,0.020408163,-0.026143791,0.033783784,-0.013157895,0.020134228
-0.047297297,0.004728132,0,0.063829787,-0.019480519,0.026666667,-0.025477707,0.039735099,-0.00625,0.045751634,-0.018518519,0.018867925
0,-1.25E-16,0.014285714,-0.014084507,-0.055555556,0.014084507,-0.01369863,0.073529412,0,0.013888889,-0.027027027,0.01369863
-0.012345679,0.004166667,0.025316456,-0.0125,-0.037037037,0,0,0.038461538,-0.012345679,0,-0.035714286,0.05
-0.037037037,0.02991453,0,0.038461538,-0.012345679,0,-0.035714286,0.05,0,0.049382716,-0.022988506,0.023529412
-0.022988506,-0.035294118,0.011494253,0.023529412,-0.054945055,0.034090909,-0.025531915,0.093023256,-0.030927835,0.058951965,-0.01010101,0.053191489
-0.036363636,0.016771488,0.015384615,0.022012579,-0.020895522,0.015151515,0,0.021341463,-0.020289855,0.029850746,-0.014285714,0.035502959
-0.01369863,-0.023148148,0.013888889,0,0,0,0,0,-0.051948052,0.054794521,-0.025,0.095890411
0,0,0,0,-0.01369863,0.013888889,-0.013333333,0.041666667,0,0.013513514,0,0
-0.013513514,0.04109589,0.013513514,0.01369863,-0.026315789,0.013333333,-0.025641026,0.054054054,-0.0125,0.052631579,0,0.025316456
-0.016528926,0.022408964,0,0.025210084,0,0,-0.016129032,0.016393443,-0.016,0.024590164,0,0.024390244
0,-0.019125683,0,0,-0.016129032,0.016393443,-0.016,0.024590164,0,0.024390244,-0.007874016,0.007936508
-0.004444444,0.041666667,0,0.004464286,-0.038961039,0.026666667,-0.041322314,0.09009009,-0.0546875,0.103448276,-0.042307692,0.074380165
-0.057142857,-0.011544012,0.042553191,0.017316017,-0.055555556,0.028571429,-0.011764706,0.071428571,-0.003875969,0.023809524,-0.022556391,0.035019455
-0.024647887,-0.037304452,0.02173913,-0.003610108,-0.021052632,0.010638298,0,0.021505376,-0.010416667,0.010526316,0,0.031578947
-0.034602076,-0.052568698,0,0.050179211,-0.026666667,0.023890785,-0.057324841,0.075342466,-0.037617555,0.077702703,-0.033333333,0.074918567
-0.035369775,-0.011111111,0.026143791,0.02,-0.028037383,0.022292994,-0.047904192,0.070512821,-0.09703504,0.166666667,0,0.104477612
-0.032786885,0.023728814,0.023728814,0,-0.045751634,0.013245033,-0.031847134,0.075342466,0,0.052631579,-0.00625,0
-0.003428571,-0.006880734,0.031990521,-0.032110092,-0.057110862,0.025258324,-0.042299349,0.095011876,-0.03192585,0.099660249,-0.061284047,0.093617021
0,0.119916143,0.005063291,-0.006289308,-0.042787286,0.0302267,-0.015098722,0.099616858,-0.011560694,0.02004717,-0.001150748,0.016374269
0,0.036874772,0.002181025,0.004381161,-0.061330561,0.046789989,-0.019920319,0.111849391,-0.000995025,0.021341463,-0.008814887,0.016932271
-0.0125,-0.007032349,0.0125,0.012658228,-0.008264463,-0.004115226,0,0.016666667,-0.016,0.024590164,-0.015810277,0.028455285
0,-0.002666667,0,-0.004,-0.039215686,0.024096386,-0.058823529,0.110204082,-0.035714286,0.09375,-0.01056338,0.051851852
-0.007434944,-0.014981273,0.011235955,0,-0.003717472,-0.003703704,-0.007407407,0.007462687,-0.016423358,0.02238806,-0.00729927,0.016697588
-0.043243243,0.039548023,0.027624309,0.02259887,-0.037234043,0.010752688,-0.005291005,0.044198895,-0.015544041,0.026595745,-0.030612245,0.031578947
