,0,1
94,498457.94,497478.4228209118
95,185287.89,184516.586964139
96,251613.91,247858.5552089432
97,242306.9,243059.5613256937
98,527845.45,529448.2878210256
99,1014899.33,1013657.8852586509
100,243604.78,243102.3199814693
101,423277.72,429535.2489553133
102,502366.49,502376.99957911036
103,610776.93,610933.0868444354
104,389106.2,389165.579328541
105,336064.75,337208.8532123568
106,447014.95,444688.569282898
107,452759.86,452033.0034442823
108,553624.13,556734.1110822724
109,224669.36,227864.48784504904
110,411407.95,411668.95464627305
111,674419.24,675604.2764680556
112,252352.45,250400.30442119704
113,653714.44,653147.7168998395
114,640436.62,640285.204361839
115,217013.3,215620.13667179772
116,457438.7,458890.8850921473
117,433416.64,430959.0196340744
118,659105.96,660387.6041921073
119,345318.93,346526.6857536669
120,523823.0,520103.2900966378
121,550013.3,551478.5143265966
122,314042.79,313585.36689826474
123,444353.12,445464.3792423721
124,800281.32,803740.6867369894
125,318110.63,318676.0751465864
126,516016.78,512316.34106164135
127,298171.86,299005.2219905546
128,391771.24,391427.84869729594
129,251029.49,251218.49810719397
130,642944.57,641887.5226808306
131,209858.81,210954.66296217154
132,341120.89,342240.78033928084
133,355897.49,355691.1040058892
134,504396.67,497252.17217224115
135,398717.85,397728.08126541506
136,1199058.88,1208282.8115572084
137,580400.91,577409.3773953188
138,653611.46,655125.7130870842
139,1391405.97,1396342.1932441702
140,340011.54,339014.6972429315
141,407854.61,410331.43603830156
142,816045.97,811898.5501488859
143,469629.86,471245.33287514583
144,351311.05,354189.5493356858
145,437152.22,434334.6938941574
146,258470.5,259972.6400249891
147,404560.33,402634.0831749996
148,903035.17,898420.1670300062
149,449194.91,447911.48967613676
150,466015.59,465284.4619406563
151,932892.07,937072.7294033305
152,146798.73,146337.8586569014
153,1884858.74,1893599.2780428228
154,692675.0,690782.1656551099
155,155484.32,154429.28982773432
156,347514.33,343948.9603917387
157,922383.69,925479.7725800091
158,437935.76,438340.11190398736
159,257843.92,257829.30503460637
160,751543.84,746372.6697502439
161,666547.69,667181.7516296855
162,814273.44,817309.9020911993
163,957115.11,958482.9681809118
164,872358.88,870582.7783369533
165,501629.69,504570.6024190314
166,159586.07,160041.76816039055
167,591619.53,590816.3498555685
168,379259.78,380350.63908332784
169,837995.89,833939.6768438374
170,675232.88,676441.1261833753
171,364336.74,365436.1675297973
172,630437.52,630276.8554612454
173,379026.82,379345.5285811877
174,216699.34,217964.82615203378
175,439550.37,436531.98960457044
176,489038.65,490088.3658057609
177,306150.39,304360.7149721598
178,375834.83,376818.5576044647
179,203031.45,202094.76254106936
180,110039.99,112469.75875653571
181,1214760.0,1213819.349170775
182,544972.37,545768.0096050007
183,260561.99,260220.74876974185
184,964174.93,961360.1116698713
185,377011.88,374850.7917162268
186,426543.34,424802.2546765779
187,1652745.43,1655943.136392852
188,531234.14,531740.2667954895
189,704861.81,704149.8782780217
190,452086.39,449838.39827989717
191,182860.83,183383.74358152508
192,549210.58,545983.8487996231
193,722081.55,725347.2420320961
194,297180.76,298257.2315189637
195,266299.07,265150.36919146404
196,1291486.29,1291487.0186869719
197,655262.91,653244.8440876823
198,227971.84,227150.91679421684
199,289290.53,290956.13465377345
200,235236.95,234868.35588840605
201,175991.1,177689.58417007746
202,559162.74,558612.7073387359
203,339656.49,340471.18398178316
204,664491.19,662457.115138788
205,335948.19,335883.9827199301
206,330852.36,327815.7454980451
207,234621.46,234858.9613448237
208,203583.87,202128.93211954017
209,434362.22,433534.5675275618
210,428215.5,426770.0881779816
211,503129.0,504781.6332283729
212,334434.02,334857.5080898898
213,757631.54,756356.69402067
214,240240.69,243858.7793904603
215,724838.32,722086.8344527447
216,654750.15,651495.4879717602
217,379023.49,382010.3323565138
218,431020.69,429580.45335691655
219,172917.93,171867.87022803648
220,493119.97,494267.96190631104
221,297669.22,298520.6344119954
222,372093.65,371356.1697396699
223,714366.53,716127.8966909167
224,1166063.72,1168712.447258676
225,175674.58,176312.56563609437
226,440453.46,442023.93049492326
227,856196.02,854989.5580866518
228,274248.35,274096.92179447756
229,126875.31,128345.93354724752
230,544970.06,541283.6477880903
231,219910.07,221339.28435469687
232,172232.5,174677.5856136883
233,857038.82,860291.9039030513
234,621681.6,621482.6789631333
235,643592.89,644221.9567680821
236,1389625.58,1390183.1714811237
237,501955.99,501428.6613389605
238,631858.43,630640.7519928452
239,828379.7,827979.3579156793
240,236214.32,235776.67764470933
241,370590.71,370269.5933214909
242,697993.98,697705.834795602
243,354361.75,353248.54410307086
244,343424.58,344160.39252966456
245,616736.22,613148.1229398628
246,500053.95,502574.25877257553
247,599874.97,599100.9386068844
248,180377.68,182470.12602078865
249,540441.84,540506.4648711353
250,656889.88,654286.0529350212
251,393736.72,392653.8375114043
252,404709.15,406891.5841235493
253,245694.03,246881.76334760778
254,1006222.37,1005250.0126227889
255,623018.02,618929.0720766231
256,335959.49,337686.46414849884
257,333310.27,330626.6156997951
258,605999.51,607819.8305925757
259,266075.29,269406.4781886072
260,516094.77,514914.86730521126
261,455450.03,455040.9100112567
262,311836.76,309979.788482032
263,632603.97,633823.5461807405
264,1096320.38,1095105.0642983762
265,1117876.3,1116770.1529937247
266,1198576.7,1192803.8962022553
267,223652.99,223967.50453458563
268,247254.59,248905.99168813782
269,562323.05,563116.5164122966
270,369603.38,371565.8387836696
271,380268.24,383876.3220847584
272,726980.03,723880.6435041153
273,384084.21,383749.6563660854
274,769322.14,771104.3049040203
275,156080.5,153385.2190728844
276,888976.85,892875.0686106507
277,385911.99,387224.72870087216
278,788944.4,791080.4843099706
279,251265.37,249725.6886192109
280,739958.82,739025.0863870839
281,394503.52,395690.22952833364
282,484765.76,485819.61952198244
283,197239.87,195797.67212118668
284,851616.55,849177.0799174235
285,182383.12,184630.80673715594
286,651262.63,652011.5988772754
287,516033.7,515088.8245722682
288,902452.69,902508.203191309
289,287905.66,286761.193835469
290,190000.33,189525.69731839478
291,309033.89,306588.40638300654
292,348069.57,350117.54150480416
293,512114.55,511981.92560909525
294,580599.94,581456.4293051055
295,857233.61,856517.9243609436
296,681561.6,682201.7134133657
297,530167.23,530278.369379326
298,175653.93,173600.27437389723
299,355136.05,358025.7213005848
300,318589.76,319109.731687838
301,538650.23,537673.057567595
302,603850.9,600048.9531893544
303,561272.99,558931.9407741113
304,438791.75,440009.61873753194
305,357056.95,355336.0872128634
306,224796.86,225294.55066329468
307,755955.19,761418.5833834016
308,264404.86,266437.0027580353
309,279679.93,278960.87473954004
310,178624.88,179847.86352660123
311,375814.23,376902.33133349987
312,518084.43,517559.478110424
313,633245.8,631666.1985736458
314,775992.99,777799.7288110218
315,572289.26,575730.2274717025
316,447855.66,445939.80818586354
317,331257.57,330813.28452558676
318,162770.99,161499.47315539367
319,460439.75,459871.02081489784
320,486558.85,485861.44412442273
321,618494.57,619495.9104772641
322,795411.82,794613.0011068423
323,239859.92,239250.53112404502
324,498290.27,498492.7747452699
325,651862.18,649006.719655002
326,921884.8,916719.4849986638
327,899356.6,898725.1404195953
328,641222.16,641547.0462545
329,755603.65,755852.7928898471
330,198350.53,199919.0549350312
331,1318421.7,1324073.6467188536
332,784627.99,787470.85928733
333,494395.43,491866.3907207218
334,239680.6,239325.799442825
335,889744.48,886480.085243793
336,677215.53,675846.253552061
337,419393.82,420564.2313353518
338,660003.76,659925.6497603273
339,183254.73,181742.90273331705
340,353647.03,355250.81621979084
341,241259.65,241481.077331909
342,333869.97,333140.5322003261
343,574599.17,574756.1305297557
344,444196.88,444621.3567640733
345,324499.25,325412.5186851203
346,920463.97,920165.4652049136
347,488491.08,489535.37923335354
348,747461.2,749578.424354309
349,754235.74,757381.2554270772
350,402136.55,402359.732335966
351,593951.93,592915.723962815
352,452342.3,451256.3031827139
353,686920.67,683768.2864479047
354,395437.15,397481.62862233963
355,280679.52,278642.98500811355
356,641898.1,643339.5591910533
357,382906.11,386542.1114440628
358,264062.29,264563.3419567271
359,290222.45,290299.38167918427
360,288116.7,287437.41284559027
361,345679.23,345162.6479332977
362,244625.22,243074.11590823656
363,458983.09,457517.78402505856
364,467101.49,467748.9286439689
365,356008.16,357060.2524767996
366,349680.01,351665.380622867
367,961894.92,964770.1690391036
368,1000530.66,999935.6989227613
369,715066.58,714586.089750441
370,338118.73,337813.9925042443
371,596909.08,600646.0943325295
372,586980.41,584268.7054172172
373,616301.17,615653.2704807764
374,585314.57,585826.2211247046
375,511834.1,512912.846423361
376,542353.35,542805.0541931882
377,503058.84,503149.1942584497
378,329732.9,328607.75156620995
379,879493.31,883971.1265538358
380,450163.48,448422.05657938134
381,648618.34,646906.3976188847
382,124529.42,124038.59892074062
383,498010.22,500709.4176497679
384,493145.38,492874.66519764264
385,633589.81,632316.547615751
386,413007.7,413213.88525840733
387,912477.39,914503.8883342755
388,283639.85,284853.4912251463
389,317088.78,317982.79681684135
390,566242.59,566508.8165504518
391,356672.07,356329.37174571166
392,181887.61,180653.61718299665
393,720382.46,723250.5732545233
394,425358.38,426364.3436180202
395,204935.25,208127.92043875332
396,539043.88,537777.2601106579
397,810019.35,810923.4782002643
