,code,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,pb,mktcap,nmc
638,600965,-3.302,10.25,10.42,10.56,10.08,10.6,1353102.0,0.25627,13838437.0,53.947,4.44,839168.478875,541203.363025
639,600963,1.392,5.1,4.98,5.12,4.92,5.03,7446770.0,0.71387,37407938.0,18.214,0.89,712843.90548,532011.16548
640,600962,1.317,8.46,8.3,8.51,8.21,8.35,1764250.0,0.6945300000000001,14785211.0,266.877,2.684,221829.66,214900.92
641,600961,0.156,6.41,6.38,6.59,6.11,6.4,1784360.0,0.33829000000000004,11179931.0,58.273,19.669,338100.522874,338100.522874
642,600960,1.805,5.64,5.59,5.7,5.39,5.54,6098585.0,0.89668,33812014.0,22.497,1.181,536090.752152,383592.508968
643,600959,0.197,5.08,4.96,5.11,4.96,5.07,5750285.0,0.14803000000000002,28945786.0,25.4,1.462,1973341.137892,1973341.137892
644,600958,-2.439,9.2,9.43,9.55,9.01,9.43,16753886.0,0.32291000000000003,155471375.0,16.14,1.228,6434163.33876,4773302.25012
645,600939,1.856,4.94,4.86,4.98,4.82,4.85,2036350.0,0.49719,9952394.0,24.7,1.448,896363.0,202330.338496
646,600936,1.724,4.72,4.64,4.72,4.59,4.64,1555000.0,0.13002000000000002,7245626.0,39.333,2.132,788724.384808,564504.128456
647,600933,2.37,11.23,10.9,11.32,10.9,10.97,3102540.0,2.24431,34449781.0,17.277,2.609,949429.12,155243.52
648,600929,3.369,15.65,14.7,15.78,14.7,15.14,17297212.0,11.53147,264643337.0,75.349,6.123,1436280.54662,234750.0
649,600926,-0.09,11.06,11.03,11.21,10.89,11.07,10540252.0,0.7089300000000001,116280707.0,8.919,0.928,4052858.34128,1644384.263088
650,600919,0.152,6.57,6.52,6.59,6.51,6.56,16080466.0,0.26764000000000004,105449834.0,6.379,0.802,7584703.65,3947404.740201
651,600917,1.182,6.85,6.75,6.88,6.72,6.77,2008885.0,0.12911,13665725.0,29.783,2.734,1065860.0,1065860.0
652,600909,0.176,5.68,5.68,5.74,5.52,5.67,9864894.0,0.36510000000000004,55790149.0,31.556,1.659,2056728.0,1534736.0
653,600908,2.116,5.79,5.67,5.82,5.67,5.67,5777144.0,0.71825,33196788.0,10.722,1.12,1070058.477306,465707.427822
654,600903,0.816,22.25,21.56,22.61,21.41,22.07,6656170.0,5.45819,146427275.0,111.25,7.435,1808901.203625,271335.1811
655,600901,2.823,7.65,7.45,7.72,7.4,7.44,20255082.0,3.16486,152815001.0,17.791,2.186,2284787.22552,489599.7705
656,600900,-0.509,17.6,17.51,17.7,17.42,17.69,15787839.0,0.13721,276942259.0,17.393,2.81,38720000.0,20250457.0048
657,600898,1.582,9.63,9.45,9.72,9.23,9.48,1759630.0,0.6968200000000001,16766555.0,195.335,5.299,243180.43866,243180.43866
658,600897,2.291,20.54,19.96,20.59,19.92,20.08,1431347.0,0.48062000000000005,28877373.0,14.891,1.738,611701.74,611701.74
660,600895,0.975,11.39,11.19,11.43,11.12,11.28,3616267.0,0.2335,40928592.0,37.967,2.039,1763957.39745,1763957.39745
661,600894,1.207,5.87,5.83,5.89,5.77,5.8,2137162.0,0.24852000000000002,12453649.0,12.67,0.738,504788.827365,504788.827365
662,600893,1.637,22.35,21.8,22.44,21.77,21.99,6302060.0,0.32356,139445183.0,47.553,1.953,5028402.34575,4353168.83925
663,600892,-0.087,11.44,11.45,11.45,10.99,11.45,4129501.0,1.64131,46222758.0,21.185,3.238,640027.031072,287827.576608
664,600891,0.193,5.2,5.04,5.22,4.95,5.19,2268400.0,0.59064,11540849.0,20.0,1.049,321144.61756,199708.62652
665,600890,5.882,7.38,6.87,7.5,6.68,6.97,3960400.0,0.68378,28545252.0,530.935,15.0,427445.85465,427445.85465
666,600889,2.105,5.82,5.71,5.92,5.71,5.7,1722600.0,0.56098,10040649.0,-5.897,1.596,213213.37782,178714.322706
667,600888,0.774,5.21,5.11,5.24,5.08,5.17,5161773.0,0.6192200000000001,26657863.0,36.006,1.2530000000000001,434302.283314,434302.283314
668,600887,2.942,29.04,28.25,29.2,28.25,28.21,61410882.0,1.01785,1767576953.0,29.333,6.496,17651942.533632,17520904.046448
669,600886,0.945,7.48,7.37,7.49,7.36,7.41,12671921.0,0.18674000000000002,94069721.0,15.704,1.608,5075945.463556,5075945.463556
670,600885,2.77,30.05,29.52,30.49,28.9,29.24,1973638.0,0.265,59164737.0,23.295,3.891,2238008.46376,2238008.46376
671,600884,5.11,20.98,19.96,21.27,19.71,19.96,26829070.0,3.265,547859436.0,26.291,2.085,2355560.940628,1723961.204412
672,600883,-1.969,6.97,6.94,7.03,6.52,7.11,3246357.0,1.37506,22009413.0,60.294,2.476,164553.336,164553.336
673,600882,-1.412,7.68,7.71,7.86,7.42,7.79,908815.0,0.22554000000000002,6990017.0,731.429,2.714,315339.29856,309471.77856
674,600881,0.0,3.81,3.81,3.83,3.72,3.81,7145066.0,0.27482,27039407.0,14.111,0.84,1237836.077028,990579.325797
675,600880,0.0,4.73,0.0,0.0,0.0,4.73,0.0,0.0,0.0,157.667,1.416,517146.079516,346881.699395
676,600879,4.245,6.63,6.36,6.68,6.19,6.36,21146143.0,0.8762200000000001,137397401.0,34.0,1.5670000000000002,1802876.861292,1600039.477998
678,600876,1.329,14.49,13.81,14.58,13.81,14.3,1659620.0,0.6340100000000001,23720565.0,371.538,14.331,811146.419559,379300.201875
679,600875,0.928,7.61,7.51,7.63,7.45,7.54,6353988.0,0.31819000000000003,47951589.0,26.241,0.804,2352101.410991,1519641.180048
680,600874,2.205,9.27,9.07,9.48,8.88,9.07,8844163.0,0.8134600000000001,80870956.0,25.75,2.451,1323040.75461,1007860.75461
681,600873,2.158,4.26,4.18,4.27,4.15,4.17,10977807.0,0.35319,46348840.0,11.211,1.416,1324104.532878,1324104.532878
682,600872,2.259,26.26,25.42,26.4,25.1,25.68,4732712.0,0.59409,122510789.0,46.151,6.319,2091969.271444,2091969.271444
685,600869,-0.406,4.91,4.85,4.92,4.75,4.93,2851349.0,0.13090000000000002,13807360.0,213.478,2.067,1089702.198286,1069492.171836
686,600868,1.29,3.14,3.05,3.15,3.0,3.1,14573540.0,0.76778,45190358.0,51.223,2.585,596018.685206,596018.685206
687,600867,3.275,24.28,23.49,24.39,23.3,23.51,13948143.0,0.70684,331460445.0,49.551,8.653,4986033.39742,4791194.05776
688,600866,1.749,3.49,3.43,3.53,3.4,3.43,1998001.0,0.30958,6927984.0,-14.233,2.443,225242.319285,225242.319285
689,600865,0.84,6.0,5.95,6.05,5.82,5.95,3220482.0,0.85596,19188011.0,46.154,1.315,225744.1896,225744.1896
690,600864,2.155,4.74,4.63,4.77,4.58,4.64,3070014.0,0.19451000000000002,14369399.0,27.882,0.745,999435.523188,748122.425322
691,600863,0.885,2.28,2.25,2.28,2.21,2.26,9802078.0,0.16878,22043839.0,25.333,1.294,1324165.86,1324165.86
692,600862,2.568,5.99,5.9,6.03,5.84,5.84,3768793.0,0.47664000000000006,22381754.0,99.833,2.357,834436.415093,473631.472573
693,600861,-0.846,7.03,7.18,7.29,6.91,7.09,3382118.0,1.06757,23939929.0,26.28,0.9460000000000001,222713.879147,222713.879147
694,600860,4.303,5.09,4.88,5.2,4.8,4.88,1098201.0,0.34106000000000003,5477244.0,101.8,3.79,214798.0,163898.0
695,600859,1.147,21.16,20.92,21.33,20.3,20.92,5765748.0,1.8891200000000001,120108555.0,18.055,1.566,1642545.7406,645820.532156
696,600858,1.905,6.42,6.3,6.45,6.23,6.3,1062425.0,0.20528000000000002,6726128.0,67.937,1.083,333882.750138,332265.834618
697,600857,-1.336,10.34,10.54,10.54,9.92,10.48,511416.0,0.22799000000000003,5188626.0,-5.069,13.082,231946.796246,231946.796246
698,600856,-9.946,6.7,6.7,6.7,6.7,7.44,2088700.0,0.18413000000000002,13994290.0,15.581,1.8439999999999999,915658.43393,760001.8705
699,600855,2.7,11.79,11.6,11.88,11.38,11.48,8775564.0,2.65834,102303122.0,379.1,4.589,415044.869688,389204.907075
700,600854,1.481,4.11,4.04,4.12,3.9,4.05,3171988.0,0.61063,12821908.0,120.882,1.079,213497.459118,213497.459118
701,600853,0.822,3.68,3.56,3.7,3.56,3.65,1981115.0,0.36905000000000004,7225253.0,14.181,1.6920000000000002,237053.698144,197545.218144
702,600851,-2.239,9.17,9.01,9.28,9.01,9.38,623400.0,0.08445000000000001,5717903.0,105.161,3.008,1106870.986564,676935.00287
703,600850,0.0,19.21,0.0,0.0,0.0,19.21,0.0,0.0,0.0,28.007,3.722,812287.632803,812287.632803
704,600848,0.0,21.67,0.0,0.0,0.0,21.67,0.0,0.0,0.0,58.568,3.691,2426865.073259,865832.36949
705,600847,3.898,14.66,13.29,14.97,13.17,14.11,5946923.0,3.8795900000000003,83379396.0,146.6,3.2800000000000002,224719.3284,224719.3284
706,600846,2.937,7.36,7.16,7.43,7.1,7.15,6983467.0,1.11778,50570796.0,18.026,2.144,459824.475776,459824.475776
707,600845,4.33,22.41,20.95,22.75,20.85,21.48,7618519.0,1.4541,166450303.0,41.271,3.831,1772673.964452,1174131.45513
708,600844,0.0,5.36,0.0,0.0,0.0,5.36,0.0,0.0,0.0,20.474,2.56,544856.99264,440983.619824
709,600843,1.691,8.42,8.28,8.45,8.27,8.28,714300.0,0.23447,5948778.0,23.389,2.12,461912.4432,256511.8057
710,600841,1.667,9.15,8.85,9.18,8.85,9.0,2038700.0,0.39064000000000004,18533311.0,65.357,2.16,793021.19445,477531.66495
711,600839,1.439,2.82,2.75,2.83,2.74,2.78,31375618.0,0.6799700000000001,87685147.0,36.528,1.002,1301780.870604,1301229.9351
712,600838,1.299,7.02,6.89,7.06,6.8,6.93,3105287.0,0.77461,21510082.0,28.913,2.2560000000000002,281419.150662,281419.150662
713,600837,0.431,9.32,9.26,9.39,9.11,9.28,32726426.0,0.40442000000000006,303435047.0,12.427,0.9,10719584.4,7541866.25976
714,600836,1.587,3.84,3.77,3.86,3.75,3.78,2126500.0,0.32086000000000003,8095423.0,78.367,2.83,254497.179648,254497.179648
715,600835,-0.954,18.69,18.9,18.9,18.4,18.87,2533600.0,0.31415000000000004,47265247.0,13.743,1.845,1911499.766652,1507356.5367
716,600834,1.58,7.07,6.96,7.08,6.93,6.96,838900.0,0.17573000000000003,5863984.0,65.342,2.271,337509.006835,337509.006835
717,600833,1.984,10.28,10.07,10.33,10.02,10.08,1231536.0,0.5520400000000001,12540767.0,54.105,3.314,229332.764716,229332.764716
718,600831,2.215,6.0,5.88,6.03,5.72,5.87,2744477.0,0.48709,16210638.0,20.611,1.21,362980.6134,338063.1222
719,600830,1.521,5.34,5.27,5.37,5.19,5.26,2550800.0,0.56145,13482504.0,28.105,1.146,242608.346898,242608.346898
720,600829,-4.15,7.39,7.71,7.71,6.94,7.71,7486699.0,1.29106,53464048.0,16.857,2.549,428537.673183,428537.673183
721,600828,1.988,5.13,5.04,5.18,5.02,5.03,3586405.0,0.55256,18341487.0,8.589,1.7000000000000002,888507.046098,332963.489781
722,600827,1.304,10.1,9.95,10.18,9.82,9.97,4659280.0,0.30201,46740773.0,21.489,1.083,1802009.79817,1558205.33055
723,600826,-0.367,13.56,13.46,13.74,13.13,13.61,3433287.0,0.8162,46432162.0,19.652,1.737,570390.942528,570390.942528
724,600825,0.0,4.42,4.38,4.49,4.15,4.42,2664012.0,0.25496,11519780.0,102.791,1.7570000000000001,461840.4297,461840.4297
725,600824,0.578,3.48,3.46,3.49,3.31,3.46,7616366.0,0.7226,25785224.0,26.165,1.673,366801.421404,366801.421404
726,600823,0.0,4.31,4.33,4.36,4.23,4.31,10843308.0,0.28906000000000004,46699309.0,7.305,0.735,1616753.520491,1616753.520491
727,600822,-2.617,8.93,8.8,8.99,8.41,9.17,5559891.0,1.4034900000000001,48660943.0,127.571,7.704,442903.812202,353760.081844
728,600821,-3.137,4.94,5.0,5.12,4.6,5.1,4094800.0,0.9836900000000001,19633718.0,247.0,4.302,205636.50315,205636.50315
729,600820,1.89,5.93,5.82,5.98,5.81,5.82,11735300.0,0.37325,69217462.0,10.224,0.9550000000000001,1864448.983742,1864448.983742
730,600819,-0.256,3.89,3.82,3.92,3.74,3.9,2944819.0,0.394,11339992.0,77.8,1.198,363682.350841,290744.850063
731,600818,0.835,15.69,15.2,15.99,15.15,15.56,1232445.0,0.51793,19043596.0,156.9,8.057,504351.77079,373355.96079
733,600816,2.821,7.29,7.1,7.33,7.09,7.09,11031550.0,0.36807,79508931.0,9.057,2.231,3987001.542951,2184903.786015
734,600815,4.74,4.64,4.39,4.75,4.31,4.43,19701426.0,2.05444,89789246.0,35.692,7.911,444962.074896,444962.074896
735,600814,1.741,6.43,6.32,6.46,6.13,6.32,2941373.0,0.41137,18601814.0,25.72,1.933,459762.205394,459762.205394
736,600812,1.229,4.12,4.08,4.14,4.06,4.07,5825468.0,0.35721,23926010.0,343.333,1.26,671891.548348,671891.548348
737,600811,0.0,4.3,0.0,0.0,0.0,4.3,0.0,0.0,0.0,20.773,0.799,1597267.73332,1407593.52717
738,600810,8.439,14.52,13.58,14.69,13.11,13.39,21906854.0,4.9531600000000005,305339800.0,96.8,2.441,642190.56,642190.56
739,600809,4.135,62.2,59.73,62.8,59.73,59.73,4040197.0,0.46662000000000003,249104819.0,57.043,9.055,5385576.21452,5385576.21452
740,600808,3.371,3.68,3.56,3.71,3.56,3.56,53501076.0,0.8965000000000001,194363217.0,6.8629999999999995,1.12,2833850.676448,2196132.436448
742,600806,-10.067,1.34,1.34,1.34,1.34,1.49,289000.0,0.07407000000000001,387260.0,-2.03,-7.436,71164.867802,52284.962994
743,600805,0.622,4.85,4.85,4.86,4.73,4.82,4387655.0,0.51603,21116279.0,-14.697,0.673,412683.82959,412383.55348
744,600804,-0.164,12.2,12.28,12.54,11.21,12.22,19467885.0,1.35915,231154860.0,22.182,2.411,1747596.92878,1747476.58798
745,600803,0.831,10.92,10.83,11.08,10.7,10.83,7419032.0,0.6034900000000001,80862378.0,17.063,1.745,1342456.515036,1342456.515036
746,600802,1.697,7.19,7.0,7.27,6.94,7.07,8447285.0,2.21206,60150759.0,-18.065,4.017,274567.165854,274567.165854
747,600801,1.568,14.9,14.86,15.05,14.58,14.67,10804035.0,1.11064,160366048.0,10.719,1.798,2231381.27425,1449429.27425
748,600800,0.0,5.47,0.0,0.0,0.0,5.47,0.0,0.0,0.0,-54.7,73.423,334365.262709,334192.957709
749,600798,-0.794,3.75,3.72,3.81,3.64,3.78,7061887.0,0.68505,26456348.0,25.97,1.354,386569.1055,386569.1055
750,600797,3.145,9.51,9.15,9.59,9.1,9.22,13332633.0,1.5874000000000001,124707258.0,29.719,2.237,1004244.631746,798748.369248
751,600796,0.0,6.11,0.0,0.0,0.0,6.11,0.0,0.0,0.0,43.643,2.941,184156.709984,184156.709984
752,600795,0.769,2.62,2.58,2.63,2.57,2.6,25448831.0,0.12951000000000001,66247824.0,24.952,1.03,5148404.23539,5148404.23539
753,600794,0.348,2.88,2.84,2.9,2.72,2.87,11152742.0,0.9359700000000001,31447124.0,-15.158,1.903,349099.821216,343173.357216
754,600793,-0.127,15.74,15.62,15.9,15.12,15.76,592000.0,0.5622,9233469.0,17.925,11.244,165742.2,165742.2
755,600792,-0.86,3.46,3.43,3.48,3.35,3.49,1947456.0,0.19673000000000002,6610631.0,-69.2,1.171,342513.5656,342513.5656
756,600791,-0.922,4.3,4.34,4.34,4.15,4.34,2434015.0,0.53813,10334518.0,39.091,1.204,194738.4,194494.88928
757,600790,2.874,3.58,3.47,3.58,3.47,3.48,9446400.0,0.64446,33208474.0,9.944,0.739,524753.152224,524753.152224
758,600789,1.708,8.93,8.63,9.0,8.55,8.78,14643073.0,2.51783,128940150.0,44.65,2.068,604650.117828,519346.899175
759,600787,4.227,7.89,7.5,8.15,7.48,7.57,21254296.0,1.14281,167999486.0,12.975,1.641,1735643.015037,1467404.594976
760,600785,1.059,21.0,20.75,21.12,20.46,20.78,262519.0,0.11635000000000001,5503754.0,44.681,2.2720000000000002,473825.688,473825.688
761,600784,0.0,5.46,0.0,0.0,0.0,5.46,0.0,0.0,0.0,-22.75,2.06,310225.103916,310225.103916
762,600783,1.753,9.87,9.71,9.99,9.56,9.7,1988057.0,0.26708000000000004,19451281.0,164.5,2.048,734682.623178,734682.623178
763,600782,2.824,6.19,6.0,6.26,6.0,6.02,41012710.0,1.47163,251910132.0,5.679,1.388,1973819.348824,1725088.755228
764,600781,2.909,15.92,15.47,16.0,15.37,15.47,1002700.0,0.5646100000000001,15710964.0,16.936,2.088,998434.759104,282727.839488
765,600780,1.096,3.69,3.63,3.71,3.62,3.65,2677550.0,0.23354000000000003,9823816.0,51.681,0.863,423059.430987,423059.430987
766,600779,2.917,49.4,48.0,49.75,47.62,48.0,3714680.0,0.7603500000000001,181526239.0,71.938,13.909,2413415.74812,2413415.74812
768,600777,-6.965,1.87,1.93,1.96,1.81,2.01,120385839.0,5.06545,222310738.0,26.714,0.962,1271692.719275,444425.78202
769,600776,-0.426,4.68,4.67,4.74,4.33,4.7,9048332.0,0.9464800000000001,41556382.0,49.734,1.932,587808.029952,447408.029952
770,600775,2.338,5.69,5.54,5.75,5.49,5.56,3414960.0,0.5083,19217580.0,48.426,1.534,519974.123001,382276.123001
771,600774,-2.948,11.85,12.21,12.21,11.0,12.21,1068238.0,0.47109000000000006,12406355.0,125.663,3.496,268933.38237,268707.911235
772,600773,-1.111,7.12,7.2,7.2,6.71,7.2,9432297.0,1.29349,65696736.0,64.727,1.8050000000000002,583598.449728,519200.128056
773,600771,2.898,52.9,51.7,53.3,50.5,51.41,3610129.0,1.3455300000000001,187724309.0,78.955,9.504,1867958.79816,1419334.3493
774,600770,2.277,5.84,5.76,5.89,5.66,5.71,7332269.0,0.5640200000000001,42239918.0,169.767,2.216,759200.0,759200.0
775,600769,-0.595,5.01,5.06,5.1,4.69,5.04,3681019.0,0.9816600000000001,17855783.0,357.857,38.07,187863.5772,187863.5772
776,600768,0.0,11.04,0.0,0.0,0.0,11.04,0.0,0.0,0.0,20.83,11.401,147656.9088,147656.9088
778,600766,0.0,6.69,0.0,0.0,0.0,6.69,0.0,0.0,0.0,669.0,27.284,150007.743918,149810.556168
779,600765,-5.624,8.39,8.0,8.5,8.0,8.89,9312783.0,1.1970100000000001,75700976.0,39.952,1.728,652744.6848,652744.6848
780,600764,0.0,31.77,0.0,0.0,0.0,31.77,0.0,0.0,0.0,47.088,11.401,1257353.341146,1047542.628168
781,600763,4.896,45.85,43.43,46.0,43.4,43.71,3294320.0,1.02742,148066381.0,67.426,13.945,1470134.4,1470134.4
782,600761,2.053,9.94,9.75,10.1,9.75,9.74,3237863.0,0.43744000000000005,32012534.0,18.073,1.576,735739.717188,735739.717188
783,600760,4.624,35.07,33.35,35.3,33.08,33.52,8475942.0,2.45719,289059166.0,68.765,6.883,4900044.525495,1209722.458686
784,600759,0.0,3.94,0.0,0.0,0.0,3.94,0.0,0.0,0.0,-39.361,1.73,891821.962092,889724.503092
785,600758,0.461,4.36,4.31,4.38,4.21,4.34,4886200.0,0.72245,21004286.0,12.457,1.025,580494.29566,294884.863916
786,600757,2.015,5.57,5.49,5.59,5.47,5.46,4527818.0,0.37312,25000397.0,10.922,1.079,676003.202061,675917.886371
787,600756,1.802,15.82,15.32,15.99,15.21,15.54,8584576.0,2.64875,133845286.0,41.632,2.36,512724.227246,512724.227246
788,600755,3.516,7.36,7.07,7.39,7.01,7.11,16989584.0,0.9354100000000001,121432102.0,8.088,1.125,1336776.571776,1336776.571776
789,600754,-1.331,35.58,36.06,36.06,34.78,36.06,3395694.0,0.52361,120065286.0,38.653,2.742,3408337.85352,2307426.11892
790,600753,0.0,28.9,0.0,0.0,0.0,28.9,0.0,0.0,0.0,195.27,22.36,369920.0,369920.0
791,600751,0.0,6.49,0.0,0.0,0.0,6.49,0.0,0.0,0.0,23.179,1.411,1881670.221167,1669999.694748
792,600750,0.0,17.75,0.0,0.0,0.0,17.75,0.0,0.0,0.0,12.77,1.7570000000000001,532500.0,532500.0
794,600748,0.0,5.05,5.13,5.13,4.95,5.05,2869421.0,0.20374,14424818.0,10.745,0.928,931504.26046,711232.978175
796,600746,1.27,5.58,5.4,5.65,5.34,5.51,1163000.0,0.38174,6351603.0,22.785,3.414,170983.170216,170000.79057
797,600745,0.0,30.5,0.0,0.0,0.0,30.5,0.0,0.0,0.0,58.654,5.535,1943662.48035,1474127.0675
798,600744,2.166,2.83,2.77,2.84,2.77,2.77,2246644.0,0.27145,6305423.0,-4.354,1.671,504058.169542,234220.535766
799,600743,1.186,2.56,2.51,2.57,2.51,2.53,7241159.0,0.30865000000000004,18404878.0,7.314,0.8200000000000001,600601.823744,600601.823744
800,600742,1.322,11.5,11.34,11.55,10.92,11.35,3290636.0,0.6482,37227124.0,10.36,1.041,583804.584,583804.584
801,600741,-2.317,25.29,25.68,25.68,25.19,25.89,10284386.0,0.35878000000000004,260574493.0,12.165,1.816,7973238.955536,7249401.579654
802,600740,1.333,10.64,10.25,10.72,10.25,10.5,21696974.0,3.30327,227250977.0,88.667,1.76,1523827.3904,698870.054512
803,600739,0.207,14.5,14.22,14.57,14.11,14.47,3703108.0,0.24208000000000002,53305363.0,15.337,1.1,2218079.2332,2218079.2332
804,600738,-6.452,7.25,7.6,7.65,6.98,7.75,6027088.0,1.43073,42981277.0,39.617,2.996,567744.1911,305412.305925
805,600737,-0.897,7.73,7.72,7.81,7.5,7.8,9763101.0,0.47581000000000007,75180819.0,21.431,2.136,1586100.267815,1586100.267815
806,600736,0.341,5.89,5.85,5.96,5.73,5.87,3317270.0,0.27776,19382663.0,12.271,1.1440000000000001,703438.536948,703438.536948
807,600735,-1.76,6.7,6.66,6.75,6.26,6.82,12577529.0,3.34516,82046260.0,34.131,3.045,251914.83832,251914.83832
808,600734,0.0,9.4,0.0,0.0,0.0,9.4,0.0,0.0,0.0,31.323,2.061,586104.85858,333402.99666
811,600731,1.493,4.76,4.68,4.79,4.6,4.69,2434221.0,0.7452000000000001,11413057.0,37.363,1.6520000000000001,169086.004248,155486.883692
812,600730,0.847,4.76,4.72,4.79,4.66,4.72,3518236.0,0.5997100000000001,16665931.0,59.5,1.38,279248.256952,279248.256952
813,600729,2.318,33.99,33.08,34.3,33.08,33.22,3648671.0,0.8977400000000001,123337769.0,22.812,2.505,1381790.252535,1381443.554535
814,600728,3.052,7.09,6.87,7.13,6.8,6.88,14128558.0,1.02492,98533640.0,53.148,3.545,1148112.006116,977360.71146
815,600727,2.247,7.28,7.18,7.35,7.07,7.12,2539657.0,0.7237,18244077.0,33.091,2.155,255518.249896,255474.569896
816,600726,0.361,2.78,2.7,2.8,2.7,2.77,4328800.0,0.28207000000000004,11892049.0,-4.964,2.192,546735.692534,426639.691978
818,600724,0.0,3.29,0.0,0.0,0.0,3.29,0.0,0.0,0.0,-5.452,2.685,475484.312359,475386.136456
819,600723,1.77,6.9,6.77,6.92,6.77,6.78,1306962.0,0.19861,8945748.0,12.754,1.187,454301.21226,454067.99226
820,600722,0.706,4.28,4.08,4.32,4.06,4.25,4843637.0,0.71196,20210638.0,84.585,3.165,291176.821328,291176.821328
821,600721,4.306,7.51,7.33,7.68,7.22,7.2,3324692.0,1.09888,24743316.0,-5.33,1.7149999999999999,300690.181894,227217.031138
822,600720,1.348,7.52,7.41,7.54,7.28,7.42,8956981.0,1.15401,66733785.0,10.158,1.126,583770.292064,583674.340624
823,600719,-1.425,4.15,4.19,4.19,3.96,4.21,3577500.0,0.88421,14589308.0,500.0,2.154,167908.834,167908.834
824,600718,1.503,12.83,12.64,12.93,12.47,12.64,9921635.0,0.80232,126558725.0,14.919,1.7810000000000001,1594355.880415,1586590.561405
825,600717,0.129,7.75,7.69,7.78,7.61,7.74,5812704.0,0.34707000000000005,44690764.0,15.816,0.8220000000000001,1297946.068,1297946.068
826,600716,1.37,3.7,3.65,3.77,3.55,3.65,3948754.0,0.43382000000000004,14483361.0,-22.492,1.078,346342.4183,336781.69489
827,600715,-0.913,6.51,6.37,6.56,6.31,6.57,5785300.0,1.28989,37257563.0,26.04,1.662,1207509.6285,291981.312
828,600714,2.599,6.71,6.6,6.71,6.55,6.54,802000.0,0.2783,5330980.0,167.75,3.189,193366.279183,193366.279183
829,600713,1.907,4.81,4.69,4.83,4.66,4.72,3673021.0,0.5295700000000001,17425455.0,18.015,1.332,501015.008364,333612.30708
830,600712,-4.878,4.68,4.45,4.92,4.43,4.92,5517763.0,1.02568,25040555.0,1418.182,2.3970000000000002,254898.70848,251765.0343
831,600711,3.133,8.56,8.33,8.65,8.24,8.3,45015088.0,3.00691,379979752.0,20.98,2.322,1435253.986192,1281476.77308
832,600710,0.924,4.37,4.28,4.4,4.18,4.33,3434187.0,0.53635,14770016.0,16.185,1.407,571049.502658,279804.108
833,600708,2.472,4.56,4.44,4.59,4.34,4.45,15361588.0,1.19494,68413859.0,4.015,0.717,1016258.354808,586214.162088
834,600707,0.143,7.01,6.9,7.05,6.85,7.0,2471428.0,0.33577,17170859.0,140.2,1.234,2515461.202132,515962.419288
835,600706,1.463,11.1,10.84,11.18,10.72,10.94,1602522.0,0.9007600000000001,17470199.0,31.714,2.036,199255.73925,197478.62925
836,600705,3.587,4.62,4.47,4.66,4.47,4.46,32440486.0,0.42581,149034688.0,14.903,1.72,4147062.503892,3519770.627604
837,600704,1.754,5.22,5.08,5.23,5.07,5.13,9317141.0,0.6965100000000001,47998300.0,11.348,1.215,2248088.221674,698277.000888
838,600703,-0.516,19.29,19.18,19.43,18.91,19.39,23742458.0,0.5821500000000001,455197677.0,24.731,3.7960000000000003,7867281.686112,7867281.686112
839,600702,2.316,40.21,39.29,40.39,38.78,39.3,4642813.0,1.37646,183682776.0,94.456,5.284,1356283.3,1356283.3
841,600699,1.644,25.97,25.62,26.19,25.62,25.55,2933503.0,0.30902,76027061.0,61.833,1.9809999999999999,2465303.533,2465303.533
842,600698,1.931,4.75,4.61,4.77,4.56,4.66,5612073.0,0.76158,26361958.0,-54.913,8.028,461613.284,350027.936525
843,600697,1.194,22.88,22.8,22.94,22.38,22.61,464167.0,0.29916000000000004,10527573.0,11.917,1.525,363993.5156,354996.96232
845,600695,-10.0,4.14,4.14,4.14,4.14,4.6,500600.0,0.1366,2072484.0,61.791,4.481,294408.6894,151717.400928
846,600694,1.039,34.03,33.58,34.14,33.42,33.68,780325.0,0.26567,26417056.0,11.419,1.297,999524.576159,999524.576159
847,600693,1.186,5.97,5.76,6.04,5.75,5.9,3892406.0,0.43382000000000004,22809185.0,21.678,2.464,536242.801356,535656.813618
848,600692,1.007,7.02,6.94,7.03,6.79,6.95,2357411.0,0.92444,16331745.0,38.656,3.498,246938.372928,179017.382934
849,600691,1.661,3.06,3.0,3.07,2.99,3.01,7558761.0,0.43036,22851439.0,46.364,1.389,537576.793236,537455.617236
850,600690,0.999,20.22,20.01,20.45,19.85,20.02,27432591.0,0.44991000000000003,552836182.0,17.799,3.686,12328948.313994,12328948.313994
851,600689,0.774,9.11,9.05,9.16,8.9,9.04,3175100.0,2.08608,28802700.0,91.1,3.963,183103.113473,138657.974273
852,600688,-1.523,5.82,5.84,5.87,5.74,5.91,8898163.0,0.12141,51545027.0,10.246,2.094,6299459.457,4265369.457
853,600687,0.0,9.09,0.0,0.0,0.0,9.09,0.0,0.0,0.0,24.836,2.179,1353242.211336,980392.340961
854,600686,2.343,12.23,11.8,12.3,11.71,11.95,2825163.0,0.46563000000000004,33778559.0,16.307,2.107,742041.198953,742041.198953
855,600685,2.981,12.78,12.39,12.86,12.3,12.41,4906685.0,0.59733,61573500.0,205.797,1.552,1806461.151084,1049794.161318
856,600684,1.993,5.63,5.5,5.68,5.35,5.52,12401340.0,1.45307,68329751.0,13.405,1.577,480498.387049,480498.387049
