,code,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,pb,mktcap,nmc
1962,300191,2.279,17.5,17.15,17.75,16.74,17.11,2257558.0,1.0905,38749542.0,-350.0,4.846,560000.0,362285.0
1963,300190,2.59,5.15,5.01,5.18,5.0,5.02,2798845.0,0.39388,14225219.0,16.094,0.637,419268.10745,365951.957375
1964,300189,0.82,3.69,3.51,3.71,3.5,3.66,6755900.0,0.76534,24411385.0,-230.625,2.646,377856.0,325726.462998
1965,300188,6.801,15.39,14.41,15.55,14.35,14.41,12228131.0,2.48992,182864791.0,27.482,3.247,1223330.134203,755810.527284
1966,300187,0.0,0.0,0.0,0.0,0.0,9.32,0.0,0.0,0.0,42.364,3.6790000000000003,604138.50962,555290.560104
1967,300185,1.156,1.75,1.71,1.76,1.71,1.73,13968721.0,0.50954,24172579.0,25.0,1.1219999999999999,571855.1874,479750.1933
1968,300184,3.154,10.14,9.83,10.2,9.78,9.83,3136829.0,1.0188,31479598.0,18.688,1.55,668525.539656,312204.757332
1969,300183,4.291,14.34,13.77,14.4,13.76,13.75,2749253.0,1.04333,38748638.0,27.304,2.44,674424.334938,377871.485838
1970,300182,2.145,7.62,7.51,7.7,7.4,7.46,18886886.0,1.2993000000000001,142842495.0,18.121,1.957,1962120.134934,1107658.897962
1971,300181,2.5,5.33,5.2,5.38,5.19,5.2,4687317.0,1.1801,24762012.0,76.143,2.379,324397.043984,211706.545726
1972,300180,0.273,11.02,10.05,11.33,10.05,10.99,4287710.0,0.62695,46794512.0,24.489,1.401,1251690.95242,753652.579826
1973,300179,2.762,5.58,5.4,5.62,5.4,5.43,1022601.0,0.31327000000000005,5681511.0,43.289,3.252,279636.8733,182146.60917
1974,300178,3.692,13.2,12.72,13.37,12.69,12.73,4512832.0,0.8488100000000001,58849862.0,26.464,2.983,813790.94676,701800.50996
1975,300177,9.034,14.0,12.47,14.12,12.45,12.84,40159733.0,12.67868,544152477.0,91.265,3.641,625658.0554,443450.2506
1976,300176,-1.226,78.95,79.28,80.45,77.77,79.93,1485680.0,0.7415400000000001,117368288.0,17.244,6.371,1609253.64,1581770.07128
1977,300175,-2.05,4.3,4.28,4.39,4.12,4.39,6398599.0,1.38615,27250292.0,51.19,2.583,202444.0,198492.4204
1978,300174,-0.499,21.94,21.51,21.95,21.51,22.05,302300.0,0.13673000000000002,6564805.0,110.362,8.598,537091.2,485070.54949
1979,300173,-7.956,5.9,6.41,6.41,5.77,6.41,9934666.0,2.56467,59027044.0,53.636,2.038,345846.49677,228546.10402
1980,300172,1.093,5.55,5.48,5.58,5.42,5.49,1778713.0,0.5139400000000001,9780682.0,24.13,2.314,289821.0,192080.588805
1981,300171,1.493,6.8,6.66,6.83,6.64,6.7,1656292.0,0.49645000000000006,11149030.0,34.0,1.418,427269.1872,226866.34028
1982,300170,3.608,14.07,13.6,14.26,13.59,13.58,13093268.0,1.9717500000000001,182030014.0,37.026,4.661,1228303.386723,934310.688885
1983,300169,-10.064,4.2,4.2,4.2,4.2,4.67,9514800.0,3.69468,39962160.0,-36.681,1.168,136913.4228,108161.26692
1984,300168,-9.995,19.18,21.31,21.79,19.18,21.31,38291129.0,3.74086,759006532.0,60.562,7.789,1977616.507356,1963247.330856
1985,300167,0.621,4.86,4.75,4.91,4.71,4.83,7943882.0,2.64584,38273117.0,-249.231,2.065,145916.64,145916.64
1986,300166,1.074,14.12,13.97,14.25,13.54,13.97,12550152.0,1.54812,174974916.0,34.439,3.345,1482556.90576,1144666.9225
1987,300165,1.692,5.41,5.34,5.45,5.28,5.32,3991500.0,1.26673,21414527.0,24.591,1.521,249812.16,170470.057029
1988,300164,-0.8,6.2,6.1,6.28,5.93,6.25,8523440.0,2.70832,52406136.0,61.876,1.7650000000000001,279782.53858,195122.26398
1989,300163,-0.888,3.35,3.39,3.39,3.17,3.38,3612600.0,1.09616,11919988.0,-56.78,2.391,158790.0,110405.310485
1990,300162,-0.277,7.21,6.92,7.29,6.8,7.23,16504250.0,7.53392,115923286.0,120.167,2.32,251996.73163,157946.608351
1991,300161,2.116,12.55,12.4,12.63,12.18,12.29,1982300.0,1.19844,24619368.0,65.983,1.919,216852.939685,207584.92156
1992,300160,2.217,4.15,4.08,4.18,4.02,4.06,3653338.0,0.6169800000000001,15004038.0,22.372,1.847,248070.4,245733.25944
1993,300159,0.438,6.88,6.83,6.95,6.6,6.85,7010436.0,0.7371700000000001,48042863.0,25.481,1.639,1025367.818976,654285.545216
1994,300158,1.829,5.01,4.95,5.05,4.83,4.92,5552256.0,0.65268,27441255.0,8.592,0.463,520533.31866,426193.888404
1995,300157,1.658,6.13,5.98,6.16,5.98,6.03,7884455.0,1.284,47915470.0,-9.73,1.325,436929.28504,376414.416053
1996,300156,0.871,6.95,6.9,7.15,6.83,6.89,18562853.0,2.57174,129304419.0,19.306,2.58,701966.968425,501651.0
1997,300155,0.205,4.88,4.85,4.95,4.38,4.87,8088498.0,2.91479,38665594.0,244.0,2.324,265164.853776,135419.222128
1998,300154,2.434,5.05,4.83,5.06,4.83,4.93,1148859.0,0.36589000000000005,5747962.0,26.579,1.473,229896.2,158566.79325
1999,300153,2.208,7.87,7.67,7.93,7.65,7.7,1302312.0,0.40749,10118820.0,86.961,2.602,251840.0,251523.142782
2000,300152,2.963,2.78,2.7,2.8,2.7,2.7,9810303.0,1.37645,27055149.0,55.6,1.434,198158.4,198137.27895
2001,300151,1.243,5.7,5.43,5.75,5.35,5.63,2424122.0,0.84455,13555302.0,81.429,3.419,286425.0,163607.27385
2002,300150,4.26,4.65,4.47,4.66,4.43,4.46,2353320.0,0.5234300000000001,10698439.0,51.667,1.369,272074.314645,209061.900525
2003,300149,1.908,16.56,16.25,16.57,15.66,16.25,4640754.0,1.14545,75133100.0,118.286,8.47,698997.6,670921.575624
2004,300148,1.671,4.26,4.15,4.3,4.1,4.19,11670451.0,1.5112,49296428.0,26.725,0.852,359942.073996,328983.905514
2005,300147,0.557,7.22,7.23,7.28,6.94,7.18,9239513.0,1.39908,65912335.0,72.2,1.387,477585.91387,476808.275828
2006,300146,0.0,0.0,0.0,0.0,0.0,16.6,0.0,0.0,0.0,31.923000000000002,4.893,2438586.2808,1453939.77278
2007,300145,-0.388,7.7,7.72,7.82,7.49,7.73,10346884.0,1.3963,79623271.0,15.714,1.957,925654.60295,570586.76675
2008,300144,2.063,22.76,22.23,22.96,22.04,22.3,11914680.0,1.03377,268527813.0,31.178,4.336,3306135.3528,2623196.4599
2009,300143,-5.175,11.91,12.5,12.5,11.3,12.56,10876206.0,4.12786,125886506.0,27.698,1.42,651204.051384,313807.829004
2010,300142,3.103,20.6,19.98,20.8,19.55,19.98,15702190.0,1.14028,315919052.0,-58.958,9.433,3167120.18704,2836728.00992
2011,300141,2.166,8.02,7.94,8.08,7.76,7.85,1515982.0,0.93205,12024786.0,401.0,2.925,204589.8792,130445.836538
