,code,mbrg2018_1,nprg2018_1,nav2018_1,targ2018_1,epsg2018_1,seg2018_1,mbrg2017_2,nprg2017_2,nav2017_2,targ2017_2,epsg2017_2,seg2017_2,mbrg2017_3,nprg2017_3,nav2017_3,targ2017_3,epsg2017_3,seg2017_3,mbrg2017_4,nprg2017_4,nav2017_4,targ2017_4,epsg2017_4,seg2017_4,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,pb,mktcap,nmc
0,603399,77.9235,82016.2612,17.4709,24.079,2500.0,15.5965,53.8452,,7.433,43.2186,-233.3333,6.6548,54.8777,,11.8806,36.9264,-250.0,9.1306,60.1043,857.0225,13.7721,46.803000000000004,600.0,12.0255,-9.971,15.35,15.35,15.35,15.35,17.05,2036100.0,0.40077,31254135.0,36.548,3.863,839262.246215,779857.746215
2,600083,3111.4297,51381.4112,1.4368,68.8194,-1395.0,28.7323,-23.0286,-112.7913,-18.7731,-16.8635,-150.0,-1.8443,-25.6047,-95.7953,-21.2983,-18.7906,-109.5238,-4.223,-4.0531,37.1619,-7.0526,-18.5332,181.5385,16.7661,0.529,18.99,18.7,19.0,18.51,18.89,814969.0,0.35745000000000005,15327956.0,518.852,62.201,436770.0,432959.326074
3,002305,-21.5072,35252.0618,0.5987,7.2037,93.1034,-0.5445,-44.8361,-98.4979,-1.7002,14.4545,90.9091,-0.2135,-11.0232,-63.941,-1.369,23.5935,5.7971,-0.9251,9.2116,88.6484,-0.2272,10.8239,22.1402,-0.6454,-2.188,3.13,3.15,3.17,2.9,3.2,11658008.0,0.7184600000000001,35538881.0,94.562,1.2,542809.53601,507884.585041
4,600256,196.0477,18651.0888,13.6413,5.4311,1650.0,8.3149,43.6574,47.7661,-0.1201,1.6105,61.5385,0.8424,62.0524,58.8587,-0.1511,7.2766,50.7937,0.5906,94.0101,239.3088,10.0511,3.3995,218.5279,4.4359,3.014,3.76,3.63,3.77,3.61,3.65,29605433.0,0.43944000000000005,109672227.0,29.96,1.62,2533150.82952,2533150.82952
5,600784,-7.7323,10246.3998,-12.0373,-15.8046,6900.0,-6.0635,-50.6695,-81.9925,6.9998,-9.7256,-91.45299999999999,6.7262,-57.1164,-94.102,6.7166,5.8206,-90.2655,6.9161,-48.083999999999996,-1591.2362,-12.5001,-9.1898,-428.7671,-10.5261,0.0,5.46,0.0,0.0,0.0,5.46,0.0,0.0,0.0,-22.75,2.06,310225.103916,310225.103916
6,300272,18.4835,8692.7011,-1.3598,-41.1241,2490.9884,62.7517,17.4694,-14.4324,71.0776,34.2355,-7.1361,29.2383,9.9511,-11.2497,88.7835,42.9473,-14.4744,46.6481,10.0322,-87.8396,46.8656,0.8335,-44.8529,19.9015,1.763,10.97,10.78,11.08,10.7,10.78,4095645.0,1.8441100000000001,44634717.0,73.133,3.8890000000000002,436809.638304,243636.913958
7,600319,7.7469,5366.2027,451.9202,-15.364,,451.9202,44.9502,,,-16.7716,-110.6667,-106.7911,,,,,,,33.7814,199.5264,343.8755,-11.0557,0.0,343.8755,-2.266,6.47,5.96,6.6,5.96,6.62,2876601.0,0.91149,18343717.0,80.875,46.715,204189.318,204189.318
9,000912,8.6968,5212.7403,-1161.3469,-21.8709,4706.4516,-1157.3347,29.5058,,-85.8445,-10.2891,-77.5713,-85.9883,29.7159,,-99.6907,-6.1157,-68.75,-99.8903,,,,,,,,,,,,,,,,,,,
10,600136,264.9991,4908.7558,12.9393,55.288000000000004,22500.0,7.5445,36.4951,0.7428,10.7617,33.7608,5.5,6.3418,58.2617,-23.4686,11.6693,48.4773,-16.6667,6.0598,60.2577,1.1506,11.168,43.1907,4.0,5.6951,0.794,12.69,12.28,12.85,11.96,12.59,6790265.0,1.97214,84323265.0,48.808,2.41,618234.194034,436929.816384
11,002696,29.0337,4716.6726,106.3421,87.4884,-1258.0,116.6565,1.854,19.695999999999998,5.1352,-1.1318,5.3503,4.3374,7.0174,55.8151,105.24600000000001,89.6848,56.0976,115.0664,15.7409,86.0066,105.176,87.0586,81.7345,115.1537,-2.062,10.45,10.68,10.77,9.8,10.67,6445230.0,3.63695,66351298.0,17.078,1.097,413099.672095,185189.705305
12,002016,610.7286,4699.1042,60.2034,-9.1923,4076.6667,60.3135,-81.0999,-109.4735,-19.8299,18.2625,-108.4746,-19.6091,37.3212,326.1588,4.5025,0.5992,324.8258,4.9124,116.7023,938.8707,37.9935,-0.9521,875.2809,38.3091,1.372,14.78,14.58,14.9,14.24,14.58,12544004.0,1.94151,183949051.0,13.098,4.145,1195843.344096,954929.344096
13,600429,26.7149,4430.1895,17.4168,85.0065,2054.5455,2.32,34.3246,-76.4608,-15.7208,-4.0827,-77.4414,-17.1598,34.2687,-21.1737,-14.1391,-2.6841,-27.909000000000002,-15.7948,4.5663,-41.1233,1.8988,0.145,-27.5568,1.6679,2.545,6.85,6.36,6.98,6.1,6.68,13659620.0,1.54346,89054641.0,134.314,2.117,1025826.83681,606225.0
14,600131,44.2612,4352.594,13.8034,0.0087,1360.0,13.276,-34.1584,-65.2846,5.3433,-4.1345,-69.3878,5.2547,-34.0435,-61.3056,3.2498,-5.657,-63.8037,3.2478,-27.7163,-50.6326,10.4882,0.0043,-51.5152,10.0216,1.318,5.38,5.31,5.4,5.28,5.31,1099610.0,0.27667,5889020.0,33.625,2.284,271219.33339,213821.699414
15,002613,34.0839,3639.0964,4.7873,14.1567,3976.1905,1.2724,4.3246,-453.2523,1.6652,8.4249,-279.8701,-0.8725,17.0157,-211.5271,2.1149,13.1439,-198.5401,-1.4009,29.2699,-307.8256,-0.1498,8.4508,-289.2216,-3.9449,2.694,3.05,2.98,3.06,2.92,2.97,4036290.0,0.79066,12075374.0,-48.259,1.877,285836.85,155702.13888
16,000553,891.0288,3360.7336,883.7182,1202.3907,740.2427,883.7182,45.74,906.6392,3.4585,1.3999,906.7138,3.4585,1179.4568,7702.4082,731.2245,1112.5798,1879.7101,731.2245,1184.2588,,836.5322,1227.1512,-626.3955,836.5322,3.721,15.33,14.79,15.4,14.7,14.78,4491654.0,1.23432,67590481.0,23.224,1.847,3750566.641206,557854.629885
17,601360,477.3356,2927.0158,951.3231,773.8935,69.4915,971.5205,-10.827,-70.9776,1.719,-0.3187,-70.9877,1.8433,-11.5242,-65.7516,-0.9276,-3.8264,-66.0961,0.6367,-9.6277,-58.3276,-1.3815,-6.8498,-57.3807,0.3091,0.792,29.28,28.86,29.42,28.57,29.05,5157094.0,1.2984200000000001,149841215.0,170.729,10.936,19805153.528976,1162950.193104
18,000040,29.3425,2910.2018,14.5843,54.1599,2903.7037,14.4504,149.1375,88.1859,2.2259,10.9842,-33.5294,2.1024,117.0479,145.9893,3.9847,25.3852,42.3529,3.1932,115.4769,207.9405,5.4318,67.1887,115.7895,4.7618,-0.672,10.35,10.38,10.7,10.19,10.42,8810775.0,0.83781,91514288.0,25.244,1.101,1383974.33652,1088449.98129
19,300750,155.2034,2744.8548,,,-1221.6931,,,,,,,,,,,,,,34.3967,43.708999999999996,67.6337,73.7174,7.1947,59.4809,10.0,64.13,64.13,64.13,64.13,58.3,1286082.0,0.592,82476439.0,31.931,4.9879999999999995,13931838.481,1393184.059729
20,600781,897.6819,2733.9068,1002.8101,676.9278,823.5669,1176.5178,19.1918,-28.5025,0.6238,7.8354,-28.839000000000002,3.4222,11.8093,-34.4381,-0.0866,-2.0709999999999997,-34.9303,2.6472,1070.2094,3387.6289,976.6923,676.1664,840.0,1146.0054,2.909,15.92,15.47,16.0,15.37,15.47,1002700.0,0.5646100000000001,15710964.0,16.936,2.088,998434.759104,282727.839488
21,600516,408.4018,2699.4545,101.0469,96.9977,2374.5327,97.7873,69.2319,15607.1412,7.3135,2.9819999999999998,2654.0229999999997,7.4323,206.0356,3514.9770000000003,42.2918,39.3874,2441.4847,40.9779,248.6204,13132.3664,68.4229,73.1959,5175.0,66.255,0.706,24.25,23.99,24.48,23.47,24.08,38111663.0,2.21688,915012039.0,11.493,3.708,4337826.36665,4168963.91665
22,600740,49.2934,2540.0879,250.7768,71.8696,1311.7647,321.5768,,,,,,,75.7622,,5.0279,5.3249,-268.4864,6.4693,48.4589,103.8464,3.5394,3.8878,107.9723,4.5024,1.333,10.64,10.25,10.72,10.25,10.5,21696974.0,3.30327,227250977.0,88.667,1.76,1523827.3904,698870.054512
24,300080,194.1288,2458.2658,-20.4045,3.1846,393.3333,-32.2867,-51.6554,-6156.422,2.9239,17.7212,-12238.8889,-6.6908,-37.0314,-4622.021,0.9224,18.0556,-8823.1884,-9.3098,-23.9785,-3642.5059,-21.2698,7.1117,-5079.9511,-32.4847,0.0,0.0,0.0,0.0,0.0,5.83,0.0,0.0,0.0,-2.862,1.334,293134.744243,292676.182095
25,600515,-2.3194,2234.1325,-9.2575,-6.0837,2014.2857,-16.3038,597.3091,13946.0841,4936.5372,2152.5708,1191.4286,3900.1495,44.7352,170.7835,113.4209,13.1798,53.56,118.5052,12.2835,99.8336,-3.1434,-4.7955,-16.377,-6.9627,0.0,11.16,0.0,0.0,0.0,11.16,0.0,0.0,0.0,21.878,1.354,4360873.18536,1850657.628456
26,300107,176.0569,2233.2516,20.1523,23.5264,2211.1111,20.1523,21.3118,55.1188,1.641,4.8993,70.2128,1.641,46.8265,105.3781,2.6985,9.2493,105.2117,2.6985,61.8044,282.703,7.9737,14.8942,279.2857,7.9737,4.031,13.42,12.7,13.57,12.7,12.9,23169530.0,7.01586,305125609.0,84.244,6.675,733709.676524,443188.73632
27,002535,85.7703,2218.4742,1.4335,13.4967,2164.2857,-0.2054,12.2908,128.5134,0.8801,7.6618,200.0,0.8864,14.1392,152.9182,1.3968,12.5351,100.0,1.1363,28.6625,149.513,-0.7373,16.4309,100.0,-1.0303,2.825,3.64,3.53,3.65,3.51,3.54,3497120.0,0.6519100000000001,12510411.0,91.0,0.99,291812.638936,195265.88354
28,002798,935.552,2178.1373,388.8867,580.7468,1750.0,388.8706,16.9823,38.484,0.9525,6.7321,12.0,0.9525,30.0096,23.5475,19.9033,24.7544,6.3731,19.9033,24.8469,7.691,79.3826,91.5481,-3.0769,79.3826,1.743,31.52,30.38,31.86,30.35,30.98,748545.0,1.37171,23481291.0,50.032,1.463,714623.807152,172005.818848
29,300052,7.0255,2166.8367,-18.4163,4.4192,500.0,-19.6898,40.184,102.9957,-34.8128,-0.2437,150.0,-35.2193,16.7277,107.0046,-28.212,-6.9107,133.3333,-28.4075,-2.5284,,-19.7327,3.1710000000000003,-200.0,-20.8476,1.315,10.79,10.38,10.87,10.25,10.65,2864451.0,1.10085,30266803.0,56.789,3.667,281660.6494,280760.824903
30,600216,61.6805,2149.8551,17.6506,19.0047,1533.3333,10.7458,-5.9521,-53.6673,4.2446,5.7888,-55.2381,4.4478,-1.38,-68.1323,9.4769,11.9887,-67.4419,1.0374,7.8303,-46.0908,11.261,11.1082,-43.75,4.4569,2.638,12.06,11.76,12.18,11.75,11.75,13469495.0,1.42293,161852202.0,44.667,1.496,1164523.248,1141599.26835
31,000885,-43.7344,2123.0153,-32.9249,17.2814,51740.0,-20.7795,32.3925,952.6805,17.2312,13.384,11108.6957,20.8453,71.4116,2917.3132,-29.7276,30.1517,26671.1111,-14.8933,50.4929,789.1187,-30.5579,28.3404,1260.8454,-16.2491,-0.187,10.69,10.42,10.76,10.42,10.71,2939757.0,0.5922400000000001,31158145.0,8.738,2.66,530632.339827,530632.339827
32,300423,1171.2597,1967.0304,330.0274,708.7005,1333.3333,330.0274,26.7841,10.8619,-1.3112,-0.6728,12.5,-1.3112,27.7675,16.4453,-0.6077,15.7023,16.4615,-0.6077,13.1498,11.5948,5.9789,17.3533,13.0435,5.9789,2.994,19.95,19.2,20.05,19.2,19.37,1149756.0,1.06997,22839295.0,76.731,1.613,583344.41193,214376.47161
33,300176,184.0794,1564.3669,104.2104,53.7172,1564.0675,104.2104,27.134,79.0419,7.9803,7.7742,79.0552,7.9803,79.0713,772.2889,44.7054,35.0927,772.3482,44.7054,104.9524,880.1242,73.657,46.3144,880.1541,73.657,-1.226,78.95,79.28,80.45,77.77,79.93,1485680.0,0.7415400000000001,117368288.0,17.244,6.371,1609253.64,1581770.07128
34,601958,-24.2857,1562.8575,0.8893,-1.5926,1900.0,0.7187,6.5998,,-0.4077,-0.6256,-116.6667,-0.2422,5.6189,,-0.4026,1.6217,-209.0909,-0.2061,0.4039,79.8792,0.0821,0.3013,50.0,0.2028,5.351,6.3,5.97,6.36,5.88,5.98,12762621.0,0.39554000000000006,78556980.0,210.0,1.585,2032760.772,2032760.772
36,002386,35.1656,1511.1678,-0.9066,1.7845,250.0,2.9422,2.6668,,2.2997,7.1157,-140.0,3.1813,11.8012,,-1.8904,-1.025,-274.7586,4.2213,22.2664,105.6162,-1.7674,-5.808,86.1145,2.0149,0.92,6.58,6.54,6.63,6.5,6.52,5809125.0,0.8649600000000001,38124118.0,43.063,1.053,441965.312348,441914.55686
40,600708,28.7965,1430.9117,21.0484,22.1678,806.0423,22.9963,24.2175,36.3491,10.9322,-9.8607,40.7785,9.8904,42.119,124.0551,15.5199,-5.5395,120.2014,15.0079,0.1416,72.3881,15.3526,11.6208,48.1153,17.777,2.472,4.56,4.44,4.59,4.34,4.45,15361588.0,1.19494,68413859.0,4.015,0.717,1016258.354808,586214.162088
41,601106,75.2561,1350.2796,17.7609,11.1792,333.3333,17.8718,165.0035,,-35.3375,-9.0947,-102.8902,-35.1296,,,,,,,219.9293,,17.5047,9.7399,-101.4595,17.658,1.629,3.12,3.03,3.14,3.03,3.07,10674314.0,0.16327000000000003,32975466.0,243.75,1.97,2139628.273224,2039856.0
42,300276,264.8425,1345.3557,282.1945,394.9454,837.9747,294.1141,10.5934,-19.0842,3.7832,3.4601,2.7273,1.8961,-7.2509,-28.88,5.0573,9.7178,23.1638,2.1255,90.8898,285.9627,285.8727,363.5015,325.9446,290.1915,2.189,11.67,11.3,11.87,11.2,11.42,2535550.0,1.26871,29229111.0,69.012,2.326,639515.047728,233227.124121
43,002034,14.0147,1306.3979,299.8421,367.9136,566.6667,303.0583,-16.8298,-12.2174,-3.7111,-4.1565,-37.5,-3.9635,-6.6572,-30.816999999999997,1.9734,5.0025,-37.5,1.791,71.5894,1076.4856,294.8781,352.2851,510.0,297.6295,2.539,20.19,19.2,20.61,18.08,19.69,1320916.0,1.46499,24864918.0,16.549,1.463,841044.825855,182044.592718
44,002428,26.2222,1270.3576,0.6023,-7.1764,50.0,0.6178,-21.8298,,-5.7034,-4.5288,-107.1429,-4.0906,,,,,,,55.6259,,-1.0069,3.3365,-106.25,0.6747,0.0,7.52,7.33,7.59,7.12,7.52,11713764.0,1.8184900000000002,86617056.0,752.0,3.308,491146.24,484400.136736
45,000560,642.7665,1268.9881,157.6766,172.1702,572.5806,152.2025,-40.8792,-38.6911,1.042,1.0901,-29.9035,1.0356,-31.4385,-28.7181,0.9738,-1.896,-24.9049,0.9688,-31.2045,-13.5957,111.6382,156.2088,-7.8402,106.512,1.264,7.21,7.12,7.25,7.08,7.12,3175281.0,0.36543000000000003,22745097.0,115.73,1.371,1306397.010772,626481.905182
46,600361,-3.3996,1231.356,4.0533,-5.5865,941.6667,4.1823,,,,,,,-5.9065,,-1.8947,-15.2582,-150.0,-1.2236,-4.8474,,3.2004,-12.5259,-130.7692,3.3169,0.976,4.14,4.04,4.16,4.04,4.1,3483700.0,0.5232300000000001,14320458.0,34.5,1.009,275644.478052,275644.478052
48,000850,19.9657,1220.3238,-5.7716,-4.4148,742.2414,-6.3585,30.006,-94.8784,2.5572,5.3027,-82.9268,3.247,23.7334,-75.2502,5.2284,3.463,-62.1212,5.9325,19.1992,28.0169,-1.9115,0.9819,10.0,-2.3785,0.822,3.68,3.65,3.71,3.59,3.65,3481310.0,0.36902,12727785.0,33.455,0.812,347268.723312,347164.755952
49,002299,16.4499,1203.3239,6.3196,11.1407,371.8894,7.4692,10.2605,-109.1538,-2.35,4.754,-92.7215,-1.9107,7.0548,-90.419,-5.4311,4.9746,-81.1217,-4.9691,21.802,-61.0582,4.4666,15.6849,-58.0687,5.7589,3.142,15.43,14.87,15.5,14.65,14.96,5549821.0,0.5041300000000001,83452761.0,60.226,3.0,1912518.437731,1698635.0036
50,002383,214.2159,1186.7329,6.8792,75.498,238.1643,6.7932,90.9053,2593.9842,91.5729,106.9842,294.2529,92.1579,71.1271,497.6725,2.4342,50.0796,202.9463,2.4737,95.4829,149.4459,5.5325,69.8272,-28.94,5.3981,1.639,16.74,16.31,16.89,16.1,16.47,6129114.0,1.28461,101305788.0,51.068,3.315,1243510.9794,798699.646692
51,002164,4717.7573,1168.7703,217.05,807.8762,677.7778,216.2838,38.3089,422.6794,2.1119,-2.9036,200.0,2.1676,1422.8328,1360.7144,207.3152,738.0198,1172.7273,206.2453,2399.8365,1327.2023,213.5469,853.77,866.6667,212.7938,4.151,5.52,5.34,5.54,5.21,5.3,3668572.0,0.89641,19996065.0,19.034,1.115,386039.699664,225905.8344
52,300038,275.5142,1077.3432,57.4476,16.9165,730.814,61.6776,179.1621,357.1623,196.5011,244.8986,234.9854,224.0614,176.6607,303.7834,351.7287,263.1708,195.2575,397.2365,179.5444,303.6994,358.9621,205.0168,165.28099999999998,403.7606,1.951,9.93,9.63,10.04,9.45,9.74,14904106.0,3.63518,145369410.0,6.594,0.417,1163624.333139,407125.99821
53,600369,,1075.2868,0.9485,1.9389,1090.4762,1.3444,,-57.586999999999996,2.4511,-14.2819,-60.0,2.2079,,-44.5189,2.5125,-18.9475,-47.3684,2.2333,,-24.3036,1.9366,-10.2893,-25.0,2.0133,1.639,3.72,3.64,3.74,3.61,3.66,13357582.0,0.23662000000000002,49352260.0,31.0,1.084,2099980.594128,2099980.594128
54,000042,39.4784,1065.2015,21.0771,36.6526,929.563,12.4675,-1.8477,642.7625,9.3945,20.9774,464.7643,8.0587,-24.8156,252.8238,10.6262,36.449,194.32,6.5038,6.635,174.847,17.4483,49.5798,133.7964,8.9501,0.282,14.2,13.98,14.28,13.71,14.16,1211916.0,0.24835000000000002,16874647.0,15.341,1.419,944060.21738,692955.0016
55,002336,-9.628,1050.8664,-21.0615,-4.7071,1052.4589999999998,-21.0699,-10.5081,-925.3052,-4.0039,-8.3497,-925.7353,-4.0039,-12.0366,-4113.0202,-10.0165,-8.6982,-4112.069,-10.0165,-12.814,-990.2232,-23.3316,-7.1946,-990.2116,-23.3402,9.959,10.71,9.8,10.71,9.65,9.74,4881601.0,1.43894,49967811.0,-7.957,2.348,428400.0,363336.75
56,002685,64.2565,1030.0551,232.8479,189.4796,1560.0,241.2007,113.8106,81.9869,3.9828,13.2458,19.1489,1.4516,109.1813,109.97200000000001,164.3366,220.1075,40.3292,165.9944,133.7089,213.6869,225.7317,211.2954,282.2472,232.4339,2.362,7.8,7.62,7.88,7.28,7.62,3884813.0,0.69372,29646662.0,45.855,1.754,785998.69998,436799.961
57,600665,36.0194,987.4581,9.2532,16.1756,897.0,9.1503,98.6601,,12.3331,7.0382,-279.8519,12.6173,,,,,,,6.1645,10.4056,6.2582,12.8094,10.3189,6.4666,2.286,3.58,3.5,3.59,3.46,3.5,3540411.0,0.40971,12456770.0,12.177,0.988,309355.862518,309355.862518
58,600406,170.5481,955.8862,137.2374,164.1736,100.0,119.6011,10.6236,20.8052,10.0481,9.05,16.6667,10.2664,7.9371,10.0283,9.684,8.7431,9.375,9.9463,111.9782,155.1461,136.2173,162.2452,31.6667,118.9687,-2.157,16.78,16.97,17.0,16.48,17.15,7142755.0,0.32382000000000005,119563722.0,21.241,3.624,7691388.40175,3701254.544156
59,300251,-34.2487,953.2196,44.4626,48.0017,1033.3333,45.7663,42.6199,27.2465,1.5866,4.2410000000000005,27.2727,2.9691,30.5177,10.1986,5.1447,2.0961,7.1,6.1408,6.4772,10.9817,18.7902,29.8918,12.0,19.6796,2.174,9.4,9.26,9.49,9.13,9.2,18231758.0,0.66241,170222708.0,33.571,2.651,2757591.92608,2587191.27536
60,600579,31.4888,945.7917,-3.3026,0.3368,947.6189999999999,-3.3026,5.7162,205.4412,67.8295,10.379000000000001,191.1475,67.8295,-10.066,-649.4251,-0.7623,-4.359,-649.827,-0.7623,-7.4592,-847.4284,-3.8994,-0.1784,-650.0,-3.8994,0.0,9.59,9.56,9.7,8.74,9.59,5958664.0,1.4510800000000001,55470449.0,-87.182,3.391,393799.947016,393799.947016
61,600963,35.0136,938.448,52.0344,8.6936,685.7143,52.0344,4.7406,496.6078,44.863,4.2989,438.4615,44.863,17.4931,977.8884,47.0244,4.7257,730.0,47.0244,28.0336,1131.864,49.5424,8.5197,833.3333,49.5424,1.392,5.1,4.98,5.12,4.92,5.03,7446770.0,0.71387,37407938.0,18.214,0.89,712843.90548,532011.16548
62,002133,120.0528,902.3919999999999,15.8582,-1.867,800.0,11.1589,-34.1653,-77.3046,-2.5946,0.2741,-60.0,0.0751,-23.3486,-60.0101,-0.8494,5.1803,-19.0476,2.2359,-17.3827,-29.1637,4.6367,0.1788,25.0,4.5558,2.517,4.48,4.35,4.53,4.35,4.37,6369259.0,1.00343,28289883.0,17.92,1.099,346816.5904,284367.582464
63,000789,48.7869,895.6237,14.0466,3.8809,3366.9811,18.5669,20.1964,98.2031,0.6469,-8.1044,30.2007,4.8029,24.3021,72.2674,-0.2924,-0.7063,41.1765,5.0291,25.3818,117.8003,5.5837,-1.2553,101.7657,10.8031,1.937,11.05,10.77,11.12,10.7,10.84,16407530.0,2.67507,179100915.0,14.651,2.034,677767.62664,677751.55552
64,601155,154.2126,862.2461,61.5761,68.2512,650.0,42.0202,24.8729,33.254,20.1625,70.96300000000001,13.3333,20.7192,42.3312,128.3415,21.6716,50.2931,104.7782,27.0998,44.8935,98.3677,58.7356,77.8866,99.2647,38.8442,8.312,33.36,31.25,33.36,31.25,30.8,17715735.0,2.46242,571397622.0,12.31,3.555,7530633.644496,2400065.804496
65,600027,17.5977,859.9561,0.188,5.1741,6900.0,-0.4312,23.9927,-104.3228,-2.6606,2.4705,-107.8652,-1.8382,26.6185,-98.3617,-5.0681,3.134,-106.366,-4.3806,24.7226,-83.2265,-1.7951,2.9349,-87.0206,-2.019,0.773,3.91,3.84,3.92,3.83,3.88,11386597.0,0.16783,44334171.0,88.864,0.908,3856423.871323,2652780.821662
66,600725,259.6013,828.2508,190.4833,108.9599,825.0,190.4833,-73.2116,,,-94.9984,-100.3696,-112.5512,-75.9544,,,-94.1724,-100.2671,-109.6116,-73.848,-99.4949,187.2563,52.8452,-99.7339,187.2563,,,,,,,,,,,,,
67,300583,133.5093,814.9704,6.2713,18.3592,574.6305,6.6567,16.1253,-49.8151,196.1233,95.348,-58.6061,205.9831,31.9549,-40.031,,,-51.9014,,38.2441,-10.9945,183.1051,116.24700000000001,-30.1587,191.5483,3.749,40.13,38.71,40.48,38.7,38.68,598022.0,1.75662,23675035.0,45.602,2.52,433358.520671,136618.359311
68,000301,-8.3077,752.7710000000001,3.4760000000000004,-21.1589,770.9677,3.4818,52.263999999999996,60.6284,6.8041,-4.7013,63.0435,6.8216,48.3013,36.0235,8.1101,-5.9507,36.4315,8.1305,40.2105,54.8962,3.5542,-11.1203,57.0248,3.5603,0.0,0.0,0.0,0.0,0.0,7.07,0.0,0.0,0.0,37.211,2.383,861293.166615,861293.166615
69,002102,85.9576,701.9449,9.8273,14.4952,682.6772,9.982999999999999,647.0046,-2.6492,72.1725,58.4291,-72.8417,73.4012,768.1591,17.3323,69.559,68.9981,-2.3297,70.8565,997.3616,12.3821,16.4589,15.3239,-3.5714,16.6886,0.0,0.0,0.0,0.0,0.0,4.07,0.0,0.0,0.0,37.685,1.924,1071971.37003,810553.437309
70,002374,29.4509,693.8998,5.646,20.0659,831.5789,2.4845,5.1545,9.2909,39.4309,27.2742,0.0,39.9365,10.8304,20.7854,39.4311,33.9302,8.3333,39.927,6.2261,-41.1507,2.0401,20.6685,-50.0,2.0422,0.0,0.0,0.0,0.0,0.0,3.66,0.0,0.0,0.0,36.6,1.004,321138.453288,264935.70447
71,002384,25.2685,659.5932,192.518,49.6932,433.3333,193.1523,152.2309,-19.2946,160.1148,153.6761,-38.8889,160.4723,102.3306,150.8702,171.4579,33.4393,101.4968,171.9798,83.1372,255.6801,183.7009,46.0714,217.6471,184.47299999999998,1.322,23.0,22.25,23.18,22.25,22.7,5256838.0,0.6780400000000001,119530513.0,42.593,3.028,2463411.1314,1783197.0564
72,600801,16.317999999999998,656.0201,19.7071,-1.3845,483.3333,23.0729,63.3727,1159.6837,8.8125,15.88,4800.0,10.8115,56.5999,292.1249,9.3554,13.0588,536.3636,12.3101,54.4408,256.2567,15.6666,11.2028,363.3333,19.0592,1.568,14.9,14.86,15.05,14.58,14.67,10804035.0,1.11064,160366048.0,10.719,1.798,2231381.27425,1449429.27425
73,300173,-9.3259,654.6312,3.2278,12.0433,780.0,3.2146,8.5547,8.0111,4.8382,19.6538,7.875,4.8382,-3.6298,9.7583,3.4431,17.7434,9.8301,3.4431,-14.4096,-9.5477,2.6792,6.7866,-15.3846,2.6724,-7.956,5.9,6.41,6.41,5.77,6.41,9934666.0,2.56467,59027044.0,53.636,2.038,345846.49677,228546.10402
74,002642,79.3735,627.1553,10.1229,24.3104,602.381,10.1271,-14.4463,-182.5584,5.08,7.9415,-182.0755,5.0738,9.9754,-95.3107,7.6938,12.0153,-95.302,7.6861,18.3824,-184.4046,9.5706,28.5883,-183.5884,9.568999999999999,3.081,8.7,8.4,8.75,8.4,8.44,6128610.0,1.23621,52535185.0,-27.462,1.367,575574.87231,431308.87188
75,300224,103.2584,613.9214,-1.5763,0.4768,200.0,-1.2395,-44.2967,-126.5217,32.6225,21.8065,-114.2857,33.9804,-33.1381,-102.2012,30.8935,25.730999999999998,-100.0,32.2678,-24.8942,-51.1746,29.0048,21.5583,-68.4211,30.3988,-3.341,8.1,8.19,8.21,7.7,8.38,17307401.0,2.35136,137455327.0,67.5,2.2720000000000002,664375.41036,596208.17394
76,002600,24.5963,606.3078,106.4139,82.2037,40.0,108.85700000000001,80.3384,120.1282,1.271,20.3624,20.0,2.6857,43.1901,27.2074,3.1371,10.4486,-37.5,3.4825,32.1426,459.7117,23.6805,16.5446,172.7273,24.4846,0.883,5.71,5.59,5.79,5.55,5.66,16529363.0,1.22429,93797732.0,9.517,3.493,3873613.153021,770915.360657
77,300391,124.2185,599.5802,265.995,164.0968,337.5,266.9447,153.8825,1975.9655,150.0107,155.2689,1262.5,151.4612,191.6086,1477.3114,153.4134,151.6295,973.6842,154.7339,216.8422,2841.8333,157.3545,163.1918,1138.0,158.3233,0.0,9.45,9.01,9.66,9.0,9.45,914044.0,1.16647,8513438.0,25.444,1.655,220711.75056,74049.993045
78,300688,7.6064,598.9783,113.0644,85.8576,250.0,115.1392,1.6905,44.1834,,,42.8571,,2.7646,25.8487,,,21.8908,,0.1816,13.047,111.51,76.196,5.0633,113.5335,1.079,57.13,53.68,57.78,52.55,56.52,2363399.0,13.90235,129841231.0,68.831,10.202,388484.0,97121.0
79,601168,5.6529,598.0347,3.9897,12.378,600.0,-0.228,-0.9511,458.4856,3.1031,9.0675,1000.0,3.1172,-10.5205,141.7107,0.7819,8.2158,160.0,2.6661,-1.4356,148.9873,-2.3605,0.4054,175.0,-0.2214,0.81,6.22,6.13,6.27,6.08,6.17,16751295.0,0.7029500000000001,103231498.0,56.545,1.288,1482226.0,1482226.0
80,002334,16.9756,575.474,11.5199,34.4028,194.5946,12.7804,56.4214,173.8036,1.6676,19.159000000000002,222.7882,-2.1842,58.8563,151.6374,4.1572,27.3682,196.7172,1.4831,60.2975,226.3922,10.9992,24.6179,220.68599999999998,12.1437,2.202,5.57,5.48,5.64,5.43,5.45,5894828.0,1.01528,32686112.0,18.616,2.239,420285.85947,323399.758303
