,code,mbrg2018_1,nprg2018_1,nav2018_1,targ2018_1,epsg2018_1,seg2018_1,mbrg2017_2,nprg2017_2,nav2017_2,targ2017_2,epsg2017_2,seg2017_2,mbrg2017_3,nprg2017_3,nav2017_3,targ2017_3,epsg2017_3,seg2017_3,mbrg2017_4,nprg2017_4,nav2017_4,targ2017_4,epsg2017_4,seg2017_4,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,pb,mktcap,nmc
613,002365,27.5849,70.6645,20.1049,17.225,76.9231,20.2398,46.7723,108.3949,7.2949,18.1329,89.5991,7.3149,50.5674,139.9764,11.1137,21.8623,125.6752,11.1449,69.7802,114.4833,14.2372,24.0788,113.1492,14.2995,1.852,13.75,13.51,13.85,13.42,13.5,3593034.0,1.51018,49089202.0,19.366,1.867,405188.4375,327140.90475
614,300389,69.3694,70.6132,7.2357,2.3023,72.5248,7.6651,0.6339,-45.2548,9.7717,24.8802,-43.126000000000005,9.788,10.9806,-44.2774,7.56,18.8946,-42.4671,7.6049,32.7091,-32.0166,6.6033,9.1994,-29.9685,6.9803,-1.43,15.85,15.76,15.96,15.43,16.08,565281.0,0.34543,8837966.0,47.498,4.763,506975.46256,259377.53739
615,300335,51.5102,70.5763,21.5654,11.8503,83.3853,21.819000000000003,116.0966,165.8598,26.322,44.7335,103.7563,15.9467,94.5538,99.5561,18.7027,30.4244,84.3775,18.1905,81.0866,76.6306,21.4659,28.8069,67.6286,19.5685,1.532,11.27,11.03,11.38,10.95,11.1,2898398.0,1.09689,32237004.0,19.209,3.064,409178.362915,297795.923964
616,300457,59.1747,70.2829,18.2909,34.5996,-38.7097,19.2423,125.9855,104.0307,103.5029,72.1359,91.8367,103.3784,108.4209,56.9789,96.2333,73.4568,-42.9452,95.7578,86.5196,76.402,95.7215,76.2203,-32.0755,99.2175,0.717,22.46,22.1,22.57,22.02,22.3,609950.0,0.32403000000000004,13604369.0,31.194,5.367,845148.84482,422786.460532
617,603040,60.7878,70.016,22.4122,31.2879,72.0,20.6239,88.8749,105.1598,111.4448,110.5007,85.1064,111.4448,88.1824,120.0959,127.9616,122.7794,75.6757,127.9616,71.2937,89.3311,112.006,118.7277,48.7805,108.6542,7.262,39.73,37.0,39.73,37.0,37.04,1130222.0,3.62251,43375387.0,21.71,3.965,315468.47657,123957.6
618,600652,-46.2743,69.5211,-20.4076,-16.6559,70.5882,-20.4076,-33.2342,81.4798,4.2846,-1.6612,82.7957,4.2846,-39.0242,50.3735,5.3317,-3.4139999999999997,66.6667,5.3317,-42.6945,-459.968,-20.7609,-18.5848,-464.2857,-20.7609,1.538,4.62,4.45,4.64,4.43,4.55,6158506.0,0.73958,28010757.0,-9.059,2.207,384709.016076,384709.016076
619,600736,18.4881,69.1358,77.7448,44.4248,11.6972,44.6212,-58.0086,6.2942,10.5433,17.6644,-1.9466,11.7462,-51.8089,13.3463,31.2502,34.0915,6.8655,38.2346,11.8049,144.5544,49.5135,28.9899,84.6154,39.05,0.341,5.89,5.85,5.96,5.73,5.87,3317270.0,0.27776,19382663.0,12.271,1.1440000000000001,703438.536948,703438.536948
620,603655,2.7904,68.9684,,,33.3333,,,,,,,,20.1233,20.3616,,,19.2308,,19.9124,16.8603,61.8477,55.9602,15.7895,61.8477,1.794,22.13,21.05,22.38,20.82,21.74,2738866.0,10.33534,59057943.0,50.295,4.95,234578.0,58644.5
621,300237,21.1055,68.8068,25.7263,42.271,66.6667,22.5056,46.556999999999995,54.4581,22.5652,42.8462,54.3684,20.1852,49.5791,51.8405,24.6843,52.2787,51.2479,21.4625,31.8076,38.9597,25.2206,37.8996,38.1818,21.2176,0.594,6.77,6.71,6.79,6.62,6.73,2510451.0,0.2151,16838679.0,8.908,1.6400000000000001,983730.08927,790150.412602
622,300253,22.9259,68.3846,7.7036,6.5054,-20.743000000000002,7.8954,15.649000000000001,-80.5082,9.658,13.2759,-89.3842,9.4347,17.9639,-72.3242,12.6247,15.0564,-85.191,12.0277,26.1173,-56.2804,10.4809,10.924000000000001,-77.5612,10.9815,-5.877,11.37,10.87,11.87,10.87,12.08,95190702.0,7.99237,1055803557.0,79.013,6.667,1839393.778323,1354189.834371
623,603716,59.7778,68.36,17.4898,51.0158,-10.3448,11.0517,22.5521,1.3287,80.2886,75.6124,-23.1579,76.4456,34.8083,15.3563,82.9035,87.6389,,74.2785,46.7361,44.9135,16.8144,43.6538,-22.807,10.6414,1.069,19.85,19.55,20.29,19.01,19.64,1598645.0,1.66341,31290526.0,15.038,1.495,407210.262365,190771.41838
624,002291,-8.6874,68.3539,-17.8202,-5.6055,64.5051,-18.3093,11.4186,18.3465,2.0031,17.838,10.6931,1.3984,3.6248,26.0873,2.0747,18.9844,9.3182,1.3832,1.2992,-1748.1712,-18.1577,6.5882,-1860.0,-19.046,1.082,4.67,4.6,4.68,4.53,4.62,2329218.0,0.64104,10725236.0,-5.307,1.234,186296.524965,169684.45
625,600461,47.6031,68.1683,6.1667,11.4376,71.4286,5.1739,4.506,-7.8122,3.4293,3.0324,-52.9412,5.0136,9.9161,1.7535,0.6088,1.1538,-10.3448,2.677,14.6531,20.1697,4.9951,8.982999999999999,16.6667,4.2445,2.145,6.19,6.08,6.2,6.08,6.06,1756264.0,0.29567000000000004,10793986.0,17.686,1.48,488758.453875,367686.0
626,600779,87.7335,68.0129,11.1056,27.5633,68.0276,11.1056,70.6242,25.6616,1.7549,24.1101,25.6836,1.7549,85.1825,63.2229,6.7673,26.3202,63.2045,6.7673,74.1266,49.2438,7.5369,26.5638,49.2502,7.5369,2.917,49.4,48.0,49.75,47.62,48.0,3714680.0,0.7603500000000001,181526239.0,71.938,13.909,2413415.74812,2413415.74812
627,600779,87.7335,68.0129,11.1056,27.5633,68.0276,11.1056,70.6242,25.6616,1.7549,24.1101,25.6836,1.7549,85.1825,63.2229,6.7673,26.3202,63.2045,6.7673,74.1266,49.2438,7.5369,26.5638,49.2502,7.5369,2.917,49.4,48.0,49.75,47.62,48.0,3711980.0,0.7598,181392857.0,71.938,13.909,2413415.74812,2413415.74812
628,300506,62.4363,67.9101,25.7373,62.6858,69.6429,25.7015,91.2396,178.3315,22.3028,62.7757,-3.1304,22.0374,90.865,138.8346,25.9643,68.1922,116.6667,25.7548,64.0197,71.8338,24.3981,73.4722,61.1111,24.3006,10.021,21.19,21.19,21.19,21.19,19.26,1612847.0,1.2043,34176228.0,36.534,8.272,730548.421265,283784.644507
629,300482,101.9361,67.8789,39.2708,45.7694,57.0356,23.8245,80.3702,34.634,26.9594,54.0161,-8.8235,18.4176,97.3506,32.1649,32.938,71.6457,29.8507,18.2888,109.277,54.6786,39.2163,68.5085,46.3415,22.1138,6.323,68.77,64.7,69.34,64.7,64.68,1073421.0,1.01165,72088816.0,57.308,11.275,1309962.491045,729690.962
630,002024,32.7554,67.6827,12.380999999999998,16.7132,19.0,13.3669,21.8746,,30.6444,17.4081,-250.0,26.487,26.9772,,28.6051,16.738,-275.0,24.6856,26.478,721.0209,19.6014,14.6605,462.5,20.1625,3.01,13.69,13.22,13.84,13.22,13.29,70682648.0,1.39992,961125944.0,30.422,1.6139999999999999,12745444.287695,6912170.191719
632,002056,13.4607,67.6527,15.7604,22.0019,-25.0,15.794,16.2779,7.1681,12.811,2.1411,-46.0,12.7873,22.8276,29.730999999999998,14.3681,9.4531,-36.8421,14.4067,27.5915,31.0785,14.988,12.356,-35.1852,15.0184,1.023,6.91,6.65,6.96,6.62,6.84,10870070.0,0.6617700000000001,73516143.0,19.743,2.426,1135727.6,1135013.296025
633,603013,24.2632,67.5028,,,77.7778,,,,,,,,,,,,,,7.9241,-7.5082,11.9141,6.9668,-11.9048,10.3885,1.334,31.9,30.0,32.3,29.77,31.48,9870313.0,16.45052,304827868.0,43.108,6.618,1626900.0,191400.0
634,600775,20.5979,67.334,2.1245,8.6655,147.8632,1.7737,15.2962,-14.7621,1.3831,7.7036,-17.893,1.3948,14.9034,-24.0496,1.98,9.6986,-35.3349,0.8311,13.2108,-7.5963,1.7446,8.1208,-9.9617,1.3048,2.338,5.69,5.54,5.75,5.49,5.56,3414960.0,0.5083,19217580.0,48.426,1.534,519974.123001,382276.123001
635,300212,3.8427,67.1468,17.8689,26.1953,46.1644,9.6598,36.2234,10.9889,8.2777,65.4298,1.6509,3.887,22.7638,6.2222,14.5377,66.078,1.8642,3.8976,33.0689,41.0161,14.7923,39.8519,42.5314,6.1575,1.75,27.32,26.8,27.6,26.51,26.85,3130656.0,1.02636,84759426.0,50.23,3.6310000000000002,1025880.088924,833330.92272
636,603676,98.2699,67.07,,,33.3333,,-11.3831,0.2368,11.7392,7.9464,0.0,11.7392,-1.7819999999999998,-3.031,,,-4.5455,,-1.4024,-11.5981,86.7664,84.0532,-18.75,86.7664,3.763,18.2,17.29,18.5,17.02,17.54,5417398.0,8.59904,96296094.0,70.0,8.634,769860.0,114660.0
637,300182,85.446,66.9746,9.5465,18.8001,60.0,10.2671,32.8535,27.03,1.6959,17.9385,-20.7218,2.4159,33.1149,21.4579,0.5683,16.1045,20.0,1.8982,33.1801,8.93,8.6809,19.5656,8.4601,9.3656,2.145,7.62,7.51,7.7,7.4,7.46,18886886.0,1.2993000000000001,142842495.0,18.121,1.957,1962120.134934,1107658.897962
638,603638,55.9278,66.7086,13.8378,18.0799,52.6316,13.8378,56.2248,80.2772,66.2846,47.6869,41.0901,66.2846,60.5518,78.4874,,,37.7098,,60.3079,75.9417,66.6077,47.6037,34.7631,66.6077,-1.351,24.83,25.17,25.37,24.14,25.17,1237335.0,1.456,30530299.0,30.632,4.894,646771.84,211009.350045
639,300488,50.4422,66.6351,11.8681,16.9828,0.0,11.7976,52.1248,28.322,33.0565,43.4971,-22.807,32.9919,62.2861,43.7412,38.9902,50.2726,-14.1176,38.8447,54.9395,28.9445,33.5491,49.898,-21.8487,33.4013,3.524,28.2,27.87,28.26,27.23,27.24,193380.0,0.77327,5346760.0,30.323,3.2800000000000002,296626.70268,70522.56
640,300103,30.1084,66.2701,4.1978,3.9175,66.1765,4.1978,56.0374,43.8431,2.6082,-1.1218,43.8672,2.6082,37.5715,43.1161,2.9017,0.3941,43.1514,2.9017,33.6428,83.27,3.7766,2.5447,83.2587,3.7766,-2.545,8.04,8.0,8.2,7.5,8.25,1763750.0,0.70203,13855427.0,39.277,1.899,255351.204,201993.95304
641,601877,27.988000000000003,66.1217,12.1499,11.5311,55.5556,13.3712,75.9228,54.3348,141.3662,194.9228,-1.6393,150.4953,74.9621,50.0623,149.7848,244.4296,-4.1237,159.8515,16.1273,14.4444,46.3616,24.8882,2.2901,49.3707,1.814,22.45,22.2,22.63,22.03,22.05,3871054.0,0.22761,86459144.0,16.754,2.35,4829957.01842,3818220.022465
642,300285,53.7207,65.9785,16.1541,28.5676,-13.3333,14.1876,91.9391,100.8718,19.401,77.7685,-5.0,9.8959,100.5677,78.9973,20.1515,61.8653,-11.2167,10.9606,78.0907,79.3355,21.9879,47.2799,-8.8889,12.7282,6.705,18.62,17.51,19.08,17.35,17.45,2595683.0,0.637,46928212.0,45.415,5.63,1195827.368526,758741.782722
643,600603,130.0892,65.5498,39.5194,48.6763,-8.3333,38.7487,38841.8759,,,2937.8719,-280.6685,-3373.5715,53877.0001,,,3524.5977,-210.5294,-3146.8658,74.5103,45.0723,39.1327,45.495,-42.2535,38.4503,2.284,4.03,3.97,4.04,3.9,3.94,2933072.0,0.76883,11682557.0,9.829,0.899,495861.175056,153743.759689
647,300668,27.4229,65.395,184.69,99.1054,24.2424,184.69,47.9558,50.5421,,,47.2727,,40.6471,57.2581,,,39.7727,,36.5058,52.4708,193.97799999999998,87.7408,31.0078,193.97799999999998,7.506,77.2,71.61,77.2,71.61,71.81,635510.0,2.8322700000000003,47476568.0,45.68,8.102,325475.2,173222.54888
648,603359,51.9199,65.1004,96.7291,67.4031,23.0769,95.5293,13.4182,14.5954,,,13.2075,,24.3907,22.6432,,,18.0723,,24.9878,31.1463,97.8857,59.7461,20.1835,96.6477,2.601,20.91,19.84,21.16,19.81,20.38,1473174.0,1.8493300000000001,30363722.0,15.962,1.924,666276.24,166569.06
649,300036,23.894000000000002,65.0264,11.3223,18.9872,40.0,11.9366,69.5622,134.8072,7.8989,21.1666,114.8148,8.0234,69.209,101.3311,8.6358,19.0131,100.0,9.1165,50.0039,50.3881,11.2267,19.8452,-24.1379,11.7609,6.554,18.21,17.08,18.38,17.06,17.09,8174812.0,2.4932,144531336.0,41.386,4.503,818607.545307,597076.734864
650,300128,6.8179,64.7944,5.5686,21.8412,-14.2857,3.7225,,,,,,,6.5073,455.0008,-7.1744,1.902,1258.6207,-9.7501,1.6235,46.8794,5.0164,11.4819,-14.25,3.4329,-10.069,3.93,3.93,3.93,3.93,4.37,3697200.0,0.34692,14529996.0,57.289,1.6179999999999999,429987.356916,418826.656026
651,300365,60.288999999999994,64.7652,108.9822,95.5725,44.3804,115.1033,60.8069,45.1045,-1.8472,24.3077,59.1765,0.2229,54.3142,43.7108,106.5285,116.2602,61.5079,112.0824,41.8438,43.0289,106.8053,99.9421,50.7042,112.7835,5.956,18.5,17.46,18.63,17.1,17.46,2777243.0,1.27833,50167273.0,17.29,2.338,744350.9151,401923.4372
652,600711,81.6019,64.7641,50.5734,17.0249,63.4921,50.6189,60.233999999999995,276.0072,9.8378,28.8884,311.1111,8.5793,51.1458,208.6974,8.6241,18.1054,224.359,10.8092,62.608999999999995,212.7112,15.755999999999998,13.7026,223.8095,14.4481,3.133,8.56,8.33,8.65,8.24,8.3,45015088.0,3.00691,379979752.0,20.98,2.322,1435253.986192,1281476.77308
653,603357,41.9715,64.7317,123.0119,83.148,25.0,123.0119,14.7441,1.8517,,,2.0833,,15.8826,7.801,,,0.0,,42.0427,47.5426,128.0974,79.4916,30.0,128.0974,3.53,19.65,18.98,19.8,18.89,18.98,2731133.0,3.36346,52794645.0,18.894,3.328,637983.14454,159558.0
654,002019,44.61600000000001,64.2576,73.4106,33.4638,50.0,82.4068,7.23,26.4848,17.1062,5.8665,33.3333,22.0113,14.8064,59.8939,69.509,27.3482,61.2245,80.1861,24.7872,85.2013,73.8796,25.5491,79.6875,83.5254,3.389,17.39,16.7,17.54,16.6,16.82,14970949.0,2.20501,257056573.0,15.122,3.088,2098928.789403,1180697.0063
655,002644,41.4236,64.0196,5.9222,11.95,64.1509,5.9222,22.9217,13.7837,5.2161,27.0675,13.8047,5.2161,21.2474,10.9459,4.7414,26.0807,10.929,4.7414,37.9579,21.6106,5.3127,15.3733,21.6262,5.3127,2.199,9.76,9.42,9.85,9.4,9.55,2579215.0,0.5050800000000001,24803463.0,67.264,3.608,498401.232,498401.232
656,002255,141.2645,63.9059,40.9903,95.8271,30.303,37.1332,6.4065,37.1999,5.0327,3.4454,62.6898,4.1627,22.7645,31.0336,5.1361,10.2801,40.9639,4.2502,9.9525,23.2925,40.8368,81.2693,29.7521,37.0461,1.718,5.33,5.24,5.37,5.21,5.24,1580764.0,0.32331000000000004,8340653.0,33.949,1.196,448930.472315,260603.356507
657,000676,77.2183,63.8024,9.9737,6.9595,63.7293,9.9656,289.4528,153.5428,10.5316,18.1695,10.3027,10.4676,199.9915,120.2879,10.499,18.1966,37.4347,10.4475,169.6183,67.1018,9.662,8.2578,19.9473,9.6549,0.251,12.0,11.76,12.19,11.48,11.97,4812400.0,1.50873,57038310.0,21.978,2.23,1158852.9384,382763.454
658,603103,39.9141,63.7533,,,44.8276,,,,,,,,8.0059,-7.7203,,,-8.4337,,10.3814,-7.1563,107.4927,57.2756,-10.1124,107.4927,2.557,31.68,30.51,31.87,30.01,30.89,2563887.0,4.83752,79359320.0,39.6,6.6370000000000005,1435104.0,167904.0
659,300087,34.5896,63.5146,13.283,6.0434,70.2381,11.7617,12.116,,10.2216,17.3968,50.0,11.9961,0.2352,,3.1802,15.5643,141.0909,4.3973,25.1246,84.9382,11.1715,10.9826,50.0,11.5905,-1.126,10.54,10.58,10.76,10.5,10.66,771429.0,0.21916000000000002,8161903.0,70.267,5.991,453567.894834,370995.709306
661,002491,22.5268,63.4713,14.874,11.8614,65.625,15.1806,-1.4669999999999999,6.651,60.6872,33.9209,5.915,60.3019,1.7736,6.356,56.2232,37.1092,4.5718,55.9752,2.1415,9.4026,54.8966,28.6112,5.4722,56.076,1.671,10.95,10.72,11.0,10.39,10.77,5640897.0,0.47528000000000004,60260280.0,22.908,2.919,1381400.69268,1299608.88147
662,002221,55.453,63.2053,16.4601,7.4871,58.4084,16.0087,58.9594,195.5758,105.5828,27.9611,150.0416,105.5733,69.1997,127.6654,13.0613,3.2126,93.5385,12.7725,63.5956,130.1542,15.3537,10.4138,101.9077,15.0505,-0.396,10.06,10.1,10.11,9.86,10.1,7526946.0,0.50058,75222447.0,15.331,2.092,1659681.520944,1512679.363514
663,603387,55.2843,62.9981,216.9169,196.273,21.9512,218.0597,24.983,42.4943,,,42.1875,,32.8028,43.8497,,,34.0206,,32.3748,40.0942,234.6544,191.7866,22.8571,236.2253,4.074,54.41,52.39,54.98,51.6,52.28,1637465.0,3.5443,87178706.0,31.634,5.967,1012270.001645,251374.2
664,600741,18.3702,62.9302,10.5627,17.5285,90.3093,11.0741,11.5002,5.6188,9.6581,15.8577,5.4527,8.76,11.6911,6.9637,8.9665,12.1069,7.8335,8.8163,13.0265,6.3914,8.923,14.6461,7.8879,8.365,-2.317,25.29,25.68,25.68,25.19,25.89,10284386.0,0.35878000000000004,260574493.0,12.165,1.816,7973238.955536,7249401.579654
665,300020,36.7704,62.8012,5.79,10.4718,60.0,5.2449,10.7835,-59.0597,2.6584,14.2034,-58.0645,2.5463,17.4164,-48.4439,-1.9240000000000002,-1.2823,-47.2222,-1.7237,17.3332,-10.0476,3.4419999999999997,6.4116,-8.6957,2.9039,1.991,9.22,9.03,9.3,9.01,9.04,7039561.0,1.13787,64394044.0,43.905,1.913,604637.537292,570405.804346
666,603618,25.3501,62.496,-4.2421,34.6928,133.3333,-6.7969,4.4256,-27.1612,44.7643,32.3098,-36.3636,45.2902,19.1699,-10.5019,-8.1746,22.0266,-17.6471,-10.8125,21.3323,-14.8765,-8.187000000000001,21.5121,-28.5714,-10.8703,1.309,6.19,6.14,6.22,6.1,6.11,1202488.0,0.17507,7405666.0,41.267,2.018,425178.044052,425178.044052
667,600267,3.0572,62.4865,-1.3657,2.9019,57.1429,-0.3817,16.4043,49.9869,0.7503,3.9692,-33.3333,-2.1702,11.4589,9.0813,0.3786,9.3753,-83.3333,-2.4229,8.6106,274.3825,-2.0394,4.2303,-110.0,-0.4833,4.303,15.03,14.4,15.07,14.11,14.41,8027002.0,0.8313600000000001,117279741.0,1503.0,2.154,1451194.358526,1451194.358526
668,603659,41.7983,62.4673,149.2507,132.3802,36.3636,139.0778,,,,,,,40.1634,68.3014,,,69.2308,,34.1043,27.7263,155.9645,122.8644,23.9583,145.3411,3.894,59.5,56.79,60.27,56.16,57.27,1955134.0,3.06914,113797842.0,50.0,9.997,2574582.255,379032.255
669,600293,5.501,62.3064,11.9769,10.3933,8.156,11.9108,1014.6146,4252.1437,418.4954,146.5515,1660.9756,421.3426,1003.3026,1227.5361,13.6072,29.6436,401.964,12.9209,259.225,125.1787,10.9968,14.2735,-5.5208,10.9369,0.0,5.68,0.0,0.0,0.0,5.68,0.0,0.0,0.0,16.35,1.708,660091.002128,293516.2152
670,300131,101.631,62.038000000000004,6.2138,40.1985,11.6505,0.8828,127.9266,-18.778,5.8451,47.3853,-24.3358,2.7463,97.4576,-8.7953,7.2883,37.1963,-15.0475,2.7667,75.2671,-15.7532,5.7931,41.4479,-31.5789,0.75,0.0,0.0,0.0,0.0,0.0,5.67,0.0,0.0,0.0,43.615,3.155,606421.483542,355970.950776
671,300631,8.6737,61.8239,6.273,5.7294,-45.0549,6.0007,50.6233,49.515,,,22.7092,,14.6742,-12.3321,47.1845,35.1095,-56.0599,48.1248,19.3494,5.2535,47.1205,30.4368,-47.7577,48.0711,3.498,21.6,20.57,21.8,20.08,20.87,1006050.0,1.45165,21206881.0,46.124,3.7960000000000003,221667.84,149696.64
672,600458,3.7513,61.8063,1.6119999999999999,12.2538,33.3333,-0.0485,-11.6289,-85.2237,-0.7626,0.1849,-82.6087,-0.5553,-3.3863,-77.7058,0.1739,5.5215,-76.0,-1.0448,-2.0769,-71.2338,2.3022,6.8524,-70.0,0.8542,2.041,7.0,6.42,7.03,6.42,6.86,2741546.0,0.41449,18785762.0,77.778,1.155,561958.7064,462995.4644
673,002290,29.0022,61.7113,0.8556,38.8854,60.0,0.8556,37.799,53.226000000000006,47.9858,98.3216,44.4444,47.9858,41.6378,60.6063,3.6936,70.9762,38.4615,3.6936,36.3008,-91.5211,0.2318,65.5614,-92.3077,0.2318,1.833,12.22,11.59,12.26,11.4,12.0,6022470.0,3.66554,70979241.0,1222.0,2.415,296594.46726,200774.26395
674,600808,5.6027,61.4632,24.4401,3.0923,50.0,22.377,67.5506,341.8781,13.7209,11.1781,262.9252,13.0363,60.2382,332.8088,18.4563,8.0971,260.8519,16.8671,51.68899999999999,303.6172,23.3543,8.9758,235.9649,20.9043,3.371,3.68,3.56,3.71,3.56,3.56,53501076.0,0.8965000000000001,194363217.0,6.8629999999999995,1.12,2833850.676448,2196132.436448
675,603688,29.339000000000002,61.3597,8.7406,8.9828,7.6923,8.7406,23.7675,28.8449,6.2486,5.4031,-14.4918,6.2486,26.6049,45.9579,7.7081,7.6833,-3.0395,7.7081,26.0948,33.1902,8.003,8.3307,-11.1111,8.003,1.371,14.05,13.35,14.05,12.47,13.86,5199777.0,1.5459200000000002,68065205.0,43.906,3.591,473959.89,472579.056
676,000738,-2.6185,61.3349,4.6224,3.8796,58.9342,4.394,0.7645,24.4925,4.461,-0.5256,26.8763,4.5917,-0.2674,13.4766,4.3005,1.4726,15.429,4.4341,1.9789,3.025,4.2835,4.806,4.2238,3.9784,5.843,12.68,12.01,12.8,12.01,11.98,8418241.0,0.7348100000000001,104435699.0,66.737,2.798,1452674.498532,1452674.498532
677,002280,2018.2436,61.2372,9.2263,0.461,66.6667,9.2688,538.9557,-83.4655,20.1373,128.2493,-88.8889,4.1026,796.5360000000001,-87.6551,16.523,102.1344,-87.25,0.9481,927.7132,-83.2599,33.4465,86.1387,-82.3529,19.0062,0.0,5.23,5.15,5.28,4.97,5.23,17730294.0,1.02521,91382053.0,174.333,1.667,1138649.280025,904492.668224
678,600054,-9.7861,61.2254,0.8841,-7.0687,66.88,0.8751,-0.8542,7.7263,31.7101,23.4226,6.7406,31.0342,6.6973,5.0916,30.4632,25.1799,4.9725,31.0667,6.8633,16.8734,-0.4143,-7.2899,17.0213,-0.44,1.124,11.7,11.51,11.71,11.26,11.57,2464600.0,0.48015,28343892.0,21.273,2.102,874341.0,600561.0
679,002742,65.1643,61.0678,21.0939,51.5808,-33.3333,11.5162,7.7184,110.0842,28.0762,43.6481,107.7465,11.6965,20.5915,84.4108,27.1862,45.9763,-13.8889,10.5315,25.758000000000003,57.4392,20.7583,51.3558,-23.6364,8.5967,-7.4,9.51,9.75,9.95,9.24,10.27,12370850.0,4.60609,116956876.0,22.643,2.841,410832.0,255415.673292
680,600976,-14.9614,61.0229,7.3646,1.7985,58.3333,8.3984,26.9722,17.1905,5.5996,8.8894,14.8148,5.5522,22.188000000000002,29.2619,6.4349,7.7957,27.026999999999997,6.4772,14.7166,40.5386,7.3789,6.4365,40.4762,7.4384,0.402,22.5,22.41,22.94,22.18,22.41,412899.0,0.26934,9248126.0,38.136,3.086,345146.85,344921.85
681,002225,54.6228,61.0012,2.7989,3.8710000000000004,50.0,1.1941,6.7273,11.1487,-7.202999999999999,-2.5027,0.0,-7.5814,14.6513,-30.7054,-8.0751,-1.946,-28.5714,-8.5157,,,,,,,5.846,5.07,4.7,5.2,4.64,4.79,51783308.0,7.96619,256308100.0,169.0,1.8679999999999999,450309.033486,329569.553469
682,002449,25.7852,60.66,9.4753,4.8703,55.3309,9.9325,51.4516,68.1694,0.7337,21.2373,62.4434,6.3835,54.1049,112.7964,3.0932,15.8082,97.4555,8.7267,43.5895,97.5188,8.6119,10.4675,86.764,9.1225,3.333,10.85,10.59,10.92,9.81,10.5,5407152.0,0.98665,57897332.0,14.373,1.5939999999999999,671047.728365,594612.609675
683,002003,20.2611,60.5599,10.356,6.8091,50.0,8.6502,20.5982,23.3274,8.9363,16.3411,-12.5,8.0244,17.8096,19.8054,9.1892,10.8236,-14.2857,8.2791,20.7216,30.406999999999996,10.2944,13.3912,-10.0,8.5153,0.12,8.37,8.39,8.42,8.28,8.36,1913697.0,0.30760000000000004,16011036.0,13.286,2.02,634463.098236,520733.716947
684,002768,75.3728,60.5494,109.963,65.058,57.1429,113.84100000000001,54.513000000000005,56.7124,24.7604,71.0603,52.381,17.8551,62.0371,70.3206,27.3702,39.3322,69.3636,20.6644,59.5726,57.6705,21.5207,33.2338,54.5455,21.5763,-1.019,28.18,28.2,28.5,27.25,28.47,2020714.0,2.32266,56182586.0,33.153,4.256,764382.5,245166.0
685,000002,65.8251,60.4339,20.5891,38.0615,28.5714,19.4907,-6.6646,41.6986,16.6339,30.4587,36.1948,15.5754,0.039,31.2329,16.8544,34.7191,34.3583,15.9056,1.0063,31.2453,15.4613,40.2893,33.6842,16.9515,-0.48,26.97,26.99,27.29,26.41,27.1,28518866.0,0.29355000000000003,767023697.0,10.618,2.186,29772592.946697,26201813.605971
686,300353,34.3003,60.391000000000005,7.3651,12.7837,29.4118,7.2955,31.0219,14.2546,7.5703,13.0319,6.4475,7.6805,22.7907,10.3683,7.5113,22.4076,2.9745,7.5843,24.0624,3.3624,7.181,20.3567,-2.1183,7.1941,4.04,11.33,10.89,11.42,10.85,10.89,9071557.0,2.57975,101206400.0,46.264,2.627,585690.93528,398414.15889
687,600566,51.4511,60.316,24.8785,39.0145,60.7242,24.8785,19.3883,32.3246,12.7015,21.6457,28.3929,13.761,20.1668,34.336,14.4469,22.0746,31.5728,15.4474,20.6101,30.9926,19.3709,33.5819,29.0598,20.3556,4.037,48.45,46.77,48.51,46.4,46.57,4286227.0,0.52934,202967902.0,32.086,8.286,3923163.599205,3923163.599205
688,000552,9.4183,60.271,9.9095,1.9396,60.1179,9.9101,35.2884,265.0729,8.004,6.051,265.0746,8.0029,39.2848,208.5134,9.5002,5.632000000000001,208.3491,9.503,33.686,148.4982,9.3484,8.5213,149.226,9.3512,4.444,3.29,3.13,3.29,3.13,3.15,9575766.0,0.61484,30692022.0,13.623,1.056,752413.47545,512397.340854
689,002640,74.3833,60.2281,35.3656,70.002,54.5455,36.4935,62.0207,82.7221,100.14299999999999,65.1672,83.3333,104.7568,58.1741,68.483,5.2263,11.3615,66.6667,6.0806,64.2035,79.0775,15.7697,20.9989,79.3103,15.6952,1.733,15.26,14.59,15.46,14.59,15.0,9670112.0,0.9919800000000001,146467427.0,29.346,3.8449999999999998,2361090.26958,1487588.788476
690,300274,36.7591,60.2097,18.9144,37.6405,55.5556,17.8174,48.6827,62.0955,13.2987,29.0459,-23.5294,13.5569,105.5809,152.8744,20.2704,44.3171,130.4348,20.5327,48.0107,85.7288,17.7653,39.3865,73.1707,16.7131,4.014,8.81,8.46,8.88,8.46,8.47,28930286.0,2.71392,252125932.0,12.408,1.783,1279439.8266,939144.08823
691,002311,32.8155,60.0206,17.8058,23.8885,75.0,15.0179,25.0591,32.8957,12.4457,23.4074,32.0,12.5909,32.6909,29.0043,12.5868,27.1321,28.0702,12.7036,19.7582,40.5555,17.7135,27.9218,41.8182,14.6046,1.786,22.8,22.24,22.9,22.04,22.4,2499439.0,0.16192,56196964.0,29.231,5.474,3605479.83312,3519481.3476
