,x,y,yd1,yvals
1933,872179200,0.7477779999999999,-2.4040292868099235e-08,1.8905656867744938
1934,872438400,0.729974,-2.4052885534961012e-08,1.8843328048340027
1935,872524800,0.704257,-2.4057021159988812e-08,1.8822544566417037
1936,872611200,0.718104,-2.4061125819720816e-08,1.8801757524691993
1937,872697600,0.696344,-2.406519951415639e-08,1.8780966949918252
1938,872784000,0.688431,-2.4069242243295953e-08,1.8760172868849736
1939,873129600,0.708213,-2.408510350689138e-08,1.8676962016706398
1940,873216000,0.71217,-2.4088991409549633e-08,1.8656150805471157
1941,873302400,0.71217,-2.409284834691188e-08,1.8635336248468661
1942,873388800,0.702279,-2.4096674318977695e-08,1.8614518372446014
1943,873648000,0.6805180000000001,-2.4107966443398245e-08,1.8552045097822543
1944,873734400,0.690409,-2.411166855427918e-08,1.8531214213272165
1945,873820800,0.726017,-2.411533969986411e-08,1.851038014347921
1946,873907200,0.708213,-2.4118979880152606e-08,1.8489542915189645
1947,873993600,0.698322,-2.4122589095145307e-08,1.8468702555164782
1948,874252800,0.6805180000000001,-2.4133230948345032e-08,1.840616295218922
1949,874339200,0.694366,-2.4136716302152854e-08,1.8385310332749896
1950,874425600,0.690409,-2.4140170690664032e-08,1.836445471533807
1951,874512000,0.7062350000000001,-2.4143594113879203e-08,1.834359612671335
1952,874598400,0.694366,-2.4146986571797942e-08,1.8322734593627956
1953,874857600,0.722061,-2.415697815377769e-08,1.8260132595146956
1954,874944000,0.688431,-2.416024675051155e-08,1.8239259551757527
1955,875030400,0.6805180000000001,-2.4163484381949614e-08,1.821838369768102
1956,875116800,0.6686479999999999,-2.4166691048091035e-08,1.8197505059664536
1957,875203200,0.674583,-2.416986674893666e-08,1.8176623664467115
1958,875462400,0.698322,-2.417920805969537e-08,1.8113963203318804
1959,875548800,0.686453,-2.4182259899356116e-08,1.8093071046931186
1960,875635200,0.681505,-2.418528077372022e-08,1.8072176267129976
1961,875721600,0.694366,-2.4188270682788525e-08,1.8051278890671938
1962,875808000,0.7003,-2.41912296265604e-08,1.8030378944307586
1963,876067200,0.694366,-2.419992066609892e-08,1.7967663953334068
1964,876153600,0.690409,-2.4202755748685917e-08,1.794675399489222
1965,876240000,0.6805180000000001,-2.4205559865976905e-08,1.7925841600315948
1966,876326400,0.688431,-2.420833301797125e-08,1.7904926796361451
1967,876412800,0.718104,-2.4211075204670012e-08,1.7884009609780378
1968,876672000,0.718104,-2.4219115972987706e-08,1.782124402181637
1969,876758400,0.718104,-2.4221734298501377e-08,1.78003175722705
1970,876844800,0.753713,-2.4224321658718616e-08,1.7779388873866537
1971,876931200,0.6805180000000001,-2.4226878053639847e-08,1.7758457953361813
1972,877017600,0.636996,-2.4229403483264647e-08,1.7737524837509682
1973,877276800,0.591497,-2.423679398036194e-08,1.7674712585398993
1974,877363200,0.603366,-2.4239195548802284e-08,1.7653770955691925
1975,877449600,0.58754,-2.4241566151945773e-08,1.7632827264408775
1976,877536000,0.561823,-2.4243905789793678e-08,1.761188153830176
1977,877622400,0.5242359999999999,-2.424621446234494e-08,1.7590933804122528
1978,877881600,0.5301710000000001,-2.4252954688222043e-08,1.7528078820706128
1979,877968000,0.573692,-2.4255139499588426e-08,1.750712332178864
1980,878054400,0.55391,-2.4257293345659013e-08,1.7486165948570829
1981,878140800,0.522258,-2.4259416226432956e-08,1.746520672780548
1982,878227200,0.539071,-2.4261508141911104e-08,1.7444245686248223
1983,878486400,0.549953,-2.426759809656738e-08,1.7381351904365943
1984,878572800,0.567758,-2.4269566150860438e-08,1.736038384718313
1985,878659200,0.581605,-2.4271503239857275e-08,1.733941410297632
1986,878745600,0.601388,-2.4273409363558105e-08,1.7318442698501144
1987,878832000,0.625127,-2.427528452196229e-08,1.729746966051266
1988,879091200,0.591497,-2.4280724205398378e-08,1.7234541013007174
1989,879177600,0.581605,-2.4282475502617686e-08,1.7213561708503562
1990,879264000,0.557866,-2.4284195834541197e-08,1.7192580904255692
1991,879350400,0.569736,-2.4285885201168276e-08,1.7171598627018057
1992,879436800,0.583584,-2.4287543602499348e-08,1.7150614903546852
1993,879696000,0.585562,-2.429233301471461e-08,1.7087655323252875
1994,879782400,0.571714,-2.4293867554860803e-08,1.706666608237697
1995,879868800,0.577649,-2.4295371129710565e-08,1.7045675529035407
1996,879955200,0.585562,-2.429684373926432e-08,1.7024683689983817
1997,880041600,0.575671,-2.429828538352164e-08,1.7003690591972713
1998,880300800,0.557866,-2.4302424524516713e-08,1.694070401173633
1999,880387200,0.549953,-2.4303742307589156e-08,1.691970614543493
2000,880473600,0.55391,-2.4305029125365592e-08,1.6898707153945907
2001,880646400,0.561823,-2.4307509865029592e-08,1.6856705902423528
2002,880905600,0.561823,-2.431099873480405e-08,1.679369625508059
2003,880992000,0.502475,-2.4312099760803168e-08,1.6772691074301065
2004,881078400,0.4985189999999999,-2.4313169821505854e-08,1.675168495561195
2005,881164800,0.494562,-2.4314208916912744e-08,1.6730677925768873
2006,881251200,0.5004970000000001,-2.431521704702299e-08,1.6709670011522917
2007,881510400,0.492584,-2.4318055645577047e-08,1.66466412299161
2008,881596800,0.482693,-2.4318939914502415e-08,1.662563004560468
2009,881683200,0.466867,-2.4319793218131987e-08,1.6604618110661704
2010,881769600,0.460932,-2.4320615556464915e-08,1.6583605451841663
2011,881856000,0.447084,-2.4321406929502047e-08,1.6562592095897912
2012,882115200,0.44115,-2.432359525683528e-08,1.649954811286932
2013,882201600,0.453019,-2.4324262768687532e-08,1.6478532235971102
2014,882288000,0.44115,-2.4324899315243142e-08,1.6457515795721633
2015,882374400,0.4371930000000001,-2.4325504896502957e-08,1.6436498818872565
2016,882460800,0.433237,-2.432607951246634e-08,1.6415481332176682
2017,882720000,0.421367,-2.432761756857938e-08,1.635242608056501
2018,882806400,0.409498,-2.4328068323357885e-08,1.6331406822030203
2019,882892800,0.415432,-2.432848811284038e-08,1.631038718741877
2020,883065600,0.421367,-2.432923479591629e-08,1.6268346896991375
2021,883324800,0.415432,-2.4330122580808718e-08,1.6205284309633612
2022,883411200,0.417411,-2.4330356578513472e-08,1.6184262980407311
2023,883497600,0.415432,-2.4330559610922642e-08,1.6163241462384121
2024,883670400,0.5143449999999999,-2.4330872779851687e-08,1.6121197966962768
2025,883929600,0.502475,-2.4331110293523502e-08,1.6058131976702157
2026,884016000,0.599409,-2.4331127534155142e-08,1.603710988773173
2027,884102400,0.55391,-2.433111380949035e-08,1.601608779724188
2028,884188800,0.575671,-2.433106911952955e-08,1.5995065731987665
2029,884275200,0.575671,-2.433099346427232e-08,1.5974043718722442
2030,884534400,0.577649,-2.4330580706723944e-08,1.5910978258397677
2031,884620800,0.617214,-2.4330381190281835e-08,1.5889956720631062
2032,884707200,0.625127,-2.433015070854393e-08,1.586893536862135
2033,884793600,0.607323,-2.432988926150938e-08,1.5847914229123603
2034,884880000,0.595453,-2.4329596849179035e-08,1.5826893328894585
2035,885225600,0.603366,-2.4328117546894398e-08,1.5742812655730063
2036,885312000,0.5984189999999999,-2.4327670308082743e-08,1.572179335314786
2037,885398400,0.609301,-2.4327192103974868e-08,1.5700774450355084
2038,885484800,0.617214,-2.4326682934570773e-08,1.567975597410964
2039,885744000,0.6152350000000001,-2.4324969634581382e-08,1.5616703372183451
2040,885830400,0.605344,-2.4324336603992197e-08,1.5595686869659744
2041,885916800,0.607323,-2.4323672608107215e-08,1.5574670927449006
2042,886003200,0.585562,-2.432297764692559e-08,1.5553655572310277
2043,886089600,0.579627,-2.432225172044838e-08,1.5532640830994637
2044,886348800,0.559845,-2.4319888149238165e-08,1.5469600557525496
2045,886435200,0.579627,-2.4319038361575866e-08,1.5448588539044295
2046,886521600,0.577649,-2.4318157608616923e-08,1.5427577268154664
2047,886608000,0.579627,-2.4317245890362396e-08,1.5406566771613939
2048,886694400,0.585562,-2.4316303206811013e-08,1.5385557076175473
2049,886953600,0.607323,-2.4313289364380607e-08,1.5322533064005484
2050,887040000,0.6152350000000001,-2.4312222819644558e-08,1.5301526840511315
2051,887126400,0.601388,-2.43111253096125e-08,1.5280521551891297
2052,887212800,0.6132569999999999,-2.4309996834284012e-08,1.5259517224896513
